Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,Keygen,2622307,42648,6844,44,35760
BIKE-L1,Encaps,3108449,34536,8449,71,26016
BIKE-L1,Decaps,1977365,85808,8481,79,77248
BIKE-L3,Keygen,3753520,82744,13268,36,69440
BIKE-L3,Encaps,5242106,67176,16415,57,50704
BIKE-L3,Decaps,1981944,168928,16447,65,152416
BIKE-L5,Keygen,6511576,154920,21696,40,133184
BIKE-L5,Encaps,10439805,122664,26882,70,95712
BIKE-L5,Decaps,1987054,318864,26914,78,291872
Classic-McEliece-348864,Keygen,830036761,2571528,267652,36,2303840
Classic-McEliece-348864,Encaps,1971807,276536,272380,76,4080
Classic-McEliece-348864,Decaps,2073730,302800,267844,60,34896
Classic-McEliece-348864f,Keygen,442335205,2571528,267652,36,2303840
Classic-McEliece-348864f,Encaps,1972282,276536,272380,76,4080
Classic-McEliece-348864f,Decaps,2074210,302800,267844,60,34896
Classic-McEliece-460896,Keygen,3212885779,2749224,537808,24,2211392
Classic-McEliece-460896,Encaps,1965233,543784,542596,68,1120
Classic-McEliece-460896,Decaps,2143977,600192,538060,52,62080
Classic-McEliece-460896f,Keygen,1308827328,2749224,537808,24,2211392
Classic-McEliece-460896f,Encaps,1965708,543784,542596,68,1120
Classic-McEliece-460896f,Decaps,2144452,600192,538060,52,62080
Classic-McEliece-6688128,Keygen,4504440846,3270856,1058964,36,2211856
Classic-McEliece-6688128,Encaps,1971900,1070360,1063804,76,6480
Classic-McEliece-6688128,Decaps,2148845,1135312,1059268,60,75984
Classic-McEliece-6688128f,Keygen,2475382617,3270856,1058964,36,2211856
Classic-McEliece-6688128f,Encaps,1972401,1070360,1063804,76,6480
Classic-McEliece-6688128f,Decaps,2149351,1135312,1059268,60,75984
Classic-McEliece-6960119,Keygen,3133685727,3273192,1061307,45,2211840
Classic-McEliece-6960119,Encaps,1973031,1072584,1066133,99,6352
Classic-McEliece-6960119,Decaps,2147194,1124384,1061597,83,62704
Classic-McEliece-6960119f,Keygen,2268346776,3273192,1061307,45,2211840
Classic-McEliece-6960119f,Encaps,1973542,1072584,1066133,99,6352
Classic-McEliece-6960119f,Decaps,2147700,1124384,1061597,83,62704
Classic-McEliece-8192128,Keygen,2862271858,3584040,1371984,24,2212032
Classic-McEliece-8192128,Encaps,1963120,1372520,1371984,24,512
Classic-McEliece-8192128,Decaps,2146590,1447680,1372288,48,75344
Classic-McEliece-8192128f,Keygen,2851202413,3584040,1371984,24,2212032
Classic-McEliece-8192128f,Encaps,1963616,1372520,1371984,24,512
Classic-McEliece-8192128f,Decaps,2147096,1447680,1372288,48,75344
HQC-128,Keygen,2388094,53744,5114,86,48544
HQC-128,Encaps,2487925,73376,9227,85,64064
HQC-128,Decaps,3507652,80232,9291,93,70848
HQC-192,Keygen,2820148,105728,9228,52,96448
HQC-192,Encaps,2925539,146416,18318,82,128016
HQC-192,Decaps,5252121,160088,18382,90,141616
HQC-256,Keygen,3227829,168560,14674,46,153840
HQC-256,Encaps,3360223,233760,29207,73,204480
HQC-256,Decaps,7981431,255592,29271,81,226240
Kyber512,Keygen,1965083,14312,7080,48,7184
Kyber512,Encaps,2005083,14920,3312,40,11568
Kyber512,Decaps,1990171,15744,3344,48,12352
Kyber768,Keygen,1965234,19848,8232,48,11568
Kyber768,Encaps,2016386,21584,5008,80,16496
Kyber768,Decaps,1994386,22728,5040,88,17600
Kyber1024,Keygen,1965405,26376,9384,48,16944
Kyber1024,Encaps,2027538,28792,6416,40,22336
Kyber1024,Decaps,2000377,30416,6448,48,23920
Kyber512-90s,Keygen,1964909,13784,7080,48,6656
Kyber512-90s,Encaps,2024330,15088,3808,80,11200
Kyber512-90s,Decaps,2109743,15912,3840,88,11984
Kyber768-90s,Keygen,1965064,19048,8232,48,10768
Kyber768-90s,Encaps,2035045,21136,5280,80,15776
Kyber768-90s,Decaps,2146218,22280,5312,88,16880
Kyber1024-90s,Keygen,1965244,25384,9384,48,15952
Kyber1024-90s,Encaps,2309169,28280,7080,96,21104
