Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,2641195,46752,10940,52,35760
BIKE-L1,encaps,3127352,38640,12545,79,26016
BIKE-L1,decaps,1996258,89912,12577,87,77248
BIKE-L3,keygen,3772423,86848,17364,44,69440
BIKE-L3,encaps,5261004,71280,20511,65,50704
BIKE-L3,decaps,2000837,173032,20543,73,152416
BIKE-L5,keygen,6530469,159024,25792,48,133184
BIKE-L5,encaps,10458698,126768,30978,78,95712
BIKE-L5,decaps,2005952,322968,31010,86,291872
Classic-McEliece-348864,keygen,436807566,2575632,271748,44,2303840
Classic-McEliece-348864,encaps,1990677,280640,276476,84,4080
Classic-McEliece-348864,decaps,2092600,306904,271940,68,34896
Classic-McEliece-348864f,keygen,442354103,2575632,271748,44,2303840
Classic-McEliece-348864f,encaps,1991175,280640,276476,84,4080
Classic-McEliece-348864f,decaps,2093088,306904,271940,68,34896
Classic-McEliece-460896,keygen,3452679511,2753328,541904,32,2211392
Classic-McEliece-460896,encaps,1984118,547888,546692,76,1120
Classic-McEliece-460896,decaps,2162847,604296,542156,60,62080
Classic-McEliece-460896f,keygen,1308846236,2753328,541904,32,2211392
Classic-McEliece-460896f,encaps,1984611,547888,546692,76,1120
Classic-McEliece-460896f,decaps,2163330,604296,542156,60,62080
Classic-McEliece-6688128,keygen,2400510256,3274960,1063060,44,2211856
Classic-McEliece-6688128,encaps,1990788,1074464,1067900,84,6480
Classic-McEliece-6688128,decaps,2167723,1139416,1063364,68,75984
Classic-McEliece-6688128f,keygen,2475401502,3274960,1063060,44,2211856
Classic-McEliece-6688128f,encaps,1991281,1074464,1067900,84,6480
Classic-McEliece-6688128f,decaps,2168216,1139416,1063364,68,75984
Classic-McEliece-6960119,keygen,3133712223,3277296,1065403,53,2211840
Classic-McEliece-6960119,encaps,1991929,1076688,1070229,107,6352
Classic-McEliece-6960119,decaps,2166077,1128488,1065693,91,62704
Classic-McEliece-6960119f,keygen,2268365676,3277296,1065403,53,2211840
Classic-McEliece-6960119f,encaps,1992422,1076688,1070229,107,6352
Classic-McEliece-6960119f,decaps,2166570,1128488,1065693,91,62704
Classic-McEliece-8192128,keygen,4960609123,3588144,1376080,32,2212032
Classic-McEliece-8192128,encaps,1982628,1376624,1376080,32,512
Classic-McEliece-8192128,decaps,2165468,1451784,1376384,56,75344
Classic-McEliece-8192128f,keygen,2851221298,3588144,1376080,32,2212032
Classic-McEliece-8192128f,encaps,1983126,1376624,1376080,32,512
Classic-McEliece-8192128f,decaps,2165961,1451784,1376384,56,75344
HQC-128,keygen,2406997,57848,9210,94,48544
HQC-128,encaps,2574278,77480,13323,93,64064
HQC-128,decaps,3594005,84336,13387,101,70848
HQC-192,keygen,2838867,109832,13324,60,96448
HQC-192,encaps,2944642,150520,22414,90,128016
HQC-192,decaps,5271030,164192,22478,98,141616
HQC-256,keygen,3364156,172664,18770,54,153840
HQC-256,encaps,3379121,237864,33303,81,204480
HQC-256,decaps,8117753,259696,33367,89,226240
Kyber512,keygen,1983283,18416,11176,56,7184
Kyber512,encaps,2023283,19024,7408,48,11568
Kyber512,decaps,2008376,19848,7440,56,12352
Kyber768,keygen,1983434,23952,12328,56,11568
Kyber768,encaps,2034586,25688,9104,88,16496
Kyber768,decaps,2012581,26832,9136,96,17600
Kyber1024,keygen,1983587,30480,13480,56,16944
Kyber1024,encaps,2045720,32896,10512,48,22336
Kyber1024,decaps,2018559,34520,10544,56,23920
Kyber512-90s,keygen,1983815,17888,11176,56,6656
Kyber512-90s,encaps,2043236,19192,7904,88,11200
Kyber512-90s,decaps,2128654,20016,7936,96,11984
Kyber768-90s,keygen,1983970,23152,12328,56,10768
Kyber768-90s,encaps,2053956,25240,9376,88,15776
Kyber768-90s,decaps,2165129,26384,9408,96,16880
Kyber1024-90s,keygen,1984137,29488,13480,56,15952
Kyber1024-90s,encaps,2328314,32384,11176,104,21104
Kyber1024-90s,decaps,2467214,34008,11208,112,22688
sntrup761,keygen,9013059,20464,11665,79,8720
sntrup761,encaps,2020933,19600,12736,96,6768
sntrup761,decaps,3568096,20040,8200,80,11760
FrodoKEM-640-AES,keygen,2482516,76456,33744,40,42672
FrodoKEM-640-AES,encaps,2706752,127528,43912,96,83520
FrodoKEM-640-AES,decaps,3002767,146896,43496,72,103328
FrodoKEM-640-SHAKE,keygen,2481966,71512,34512,72,36928
FrodoKEM-640-SHAKE,encaps,2701578,102984,44248,80,58656
FrodoKEM-640-SHAKE,decaps,3001542,123632,44264,104,79264
FrodoKEM-976-AES,keygen,2890175,115832,51600,72,64160
FrodoKEM-976-AES,encaps,3311163,193432,66936,64,126432
FrodoKEM-976-AES,decaps,3535258,224960,66960,80,157920
FrodoKEM-976-SHAKE,keygen,2886129,107752,51936,56,55760
FrodoKEM-976-SHAKE,encaps,3309098,157368,67704,80,89584
FrodoKEM-976-SHAKE,decaps,3533193,188896,67728,96,121072
FrodoKEM-1344-AES,keygen,3202837,155832,68848,40,86944
FrodoKEM-1344-AES,encaps,3786102,264216,90512,56,173648
FrodoKEM-1344-AES,decaps,4089354,307536,90544,64,216928
FrodoKEM-1344-SHAKE,keygen,3202564,146088,69616,72,76400
FrodoKEM-1344-SHAKE,encaps,3783130,214168,91280,88,122800
FrodoKEM-1344-SHAKE,decaps,4086382,257488,91312,96,166080
Dilithium2,keypair,1984190,51264,12576,64,38624
Dilithium2,sign,2015963,66736,15096,104,51536
Dilithium2,verify,2066085,48320,10528,80,37712
Dilithium3,keypair,1981892,75360,14688,64,60608
Dilithium3,sign,2017602,97360,18081,95,79184
Dilithium3,verify,2092450,72832,13513,71,59248
Dilithium5,keypair,1982110,113728,16192,64,97472
Dilithium5,sign,2033881,143184,20887,105,122192
Dilithium5,verify,2123287,110720,16319,81,94320
Dilithium2-AES,keypair,1984891,51264,12576,64,38624
Dilithium2-AES,sign,2015940,66984,15320,128,51536
Dilithium2-AES,verify,2091964,49680,11248,144,38288
Dilithium3-AES,keypair,1982588,75360,14688,64,60608
Dilithium3-AES,sign,2017568,97608,18305,119,79184
Dilithium3-AES,verify,2119952,74176,14233,135,59808
Dilithium5-AES,keypair,1982806,113728,16192,64,97472
Dilithium5-AES,sign,2033857,143432,21111,129,122192
Dilithium5-AES,verify,2152484,112064,17039,145,94880
Falcon-512,keypair,1982835,29424,10914,94,18416
Falcon-512,sign,2331610,52960,11680,128,41152
Falcon-512,verify,1985381,13504,11680,128,1696
Falcon-1024,keypair,1984688,48368,12834,94,35440
Falcon-1024,sign,2707170,95424,14214,122,81088
Falcon-1024,verify,2178092,19800,9870,122,9808
SPHINCS+-Haraka-128f-robust,keypair,1984887,10496,8832,64,1600
SPHINCS+-Haraka-128f-robust,sign,2175293,28672,26020,92,2560
SPHINCS+-Haraka-128f-robust,verify,1984742,27648,26020,92,1536
SPHINCS+-Haraka-128f-simple,keypair,1985321,10496,8832,64,1600
SPHINCS+-Haraka-128f-simple,sign,2175727,28672,26020,92,2560
SPHINCS+-Haraka-128f-simple,verify,1985186,27648,26020,92,1536
SPHINCS+-Haraka-128s-robust,keypair,1985693,10496,8832,64,1600
SPHINCS+-Haraka-128s-robust,sign,2176079,19440,16788,92,2560
SPHINCS+-Haraka-128s-robust,verify,1985543,18416,16788,92,1536
SPHINCS+-Haraka-128s-simple,keypair,1986122,10496,8832,64,1600
SPHINCS+-Haraka-128s-simple,sign,2176513,19440,16788,92,2560
SPHINCS+-Haraka-128s-simple,verify,1985972,18416,16788,92,1536
SPHINCS+-Haraka-192f-robust,keypair,1986351,10576,8880,64,1632
SPHINCS+-Haraka-192f-robust,sign,2176753,47328,44644,92,2592
SPHINCS+-Haraka-192f-robust,verify,1987123,46432,44644,92,1696
SPHINCS+-Haraka-192f-simple,keypair,1986775,10576,8880,64,1632
SPHINCS+-Haraka-192f-simple,sign,2177187,47328,44644,92,2592
SPHINCS+-Haraka-192f-simple,verify,1987547,46432,44644,92,1696
SPHINCS+-Haraka-192s-robust,keypair,1987142,10576,8880,64,1632
SPHINCS+-Haraka-192s-robust,sign,2177538,27872,25204,92,2576
SPHINCS+-Haraka-192s-robust,verify,1987000,26832,25204,92,1536
SPHINCS+-Haraka-192s-simple,keypair,1987576,10576,8880,64,1632
SPHINCS+-Haraka-192s-simple,sign,2177982,27872,25204,92,2576
SPHINCS+-Haraka-192s-simple,verify,1987434,26832,25204,92,1536
SPHINCS+-Haraka-256f-robust,keypair,11411754,11952,4360,40,7552
SPHINCS+-Haraka-256f-robust,sign,2187001,61584,58884,92,2608
SPHINCS+-Haraka-256f-robust,verify,12457218,61888,54316,68,7504
SPHINCS+-Haraka-256f-simple,keypair,7255855,11952,4360,40,7552
SPHINCS+-Haraka-256f-simple,sign,2187435,61584,58884,92,2608
SPHINCS+-Haraka-256f-simple,verify,8056456,61888,54316,68,7504
SPHINCS+-Haraka-256s-robust,keypair,11412552,12224,4360,40,7824
SPHINCS+-Haraka-256s-robust,sign,16282045670,42000,34252,68,7680
SPHINCS+-Haraka-256s-robust,verify,17264693,41344,34252,68,7024
SPHINCS+-Haraka-256s-simple,keypair,7256658,12224,4360,40,7824
SPHINCS+-Haraka-256s-simple,sign,9915032221,42000,34252,68,7680
SPHINCS+-Haraka-256s-simple,verify,10257411,41344,34252,68,7024
SPHINCS+-SHA256-128f-robust,keypair,1987518,10624,8832,64,1728
SPHINCS+-SHA256-128f-robust,sign,1987368,27648,26020,92,1536
SPHINCS+-SHA256-128f-robust,verify,1987360,27648,26020,92,1536
SPHINCS+-SHA256-128f-simple,keypair,1987942,10624,8832,64,1728
SPHINCS+-SHA256-128f-simple,sign,1987802,27648,26020,92,1536
SPHINCS+-SHA256-128f-simple,verify,1987804,27648,26020,92,1536
SPHINCS+-SHA256-128s-robust,keypair,1988314,10720,8832,64,1824
SPHINCS+-SHA256-128s-robust,sign,1988164,18416,16788,92,1536
SPHINCS+-SHA256-128s-robust,verify,1988166,18416,16788,92,1536
SPHINCS+-SHA256-128s-simple,keypair,1988738,10720,8832,64,1824
SPHINCS+-SHA256-128s-simple,sign,1988588,18416,16788,92,1536
SPHINCS+-SHA256-128s-simple,verify,1988600,18416,16788,92,1536
SPHINCS+-SHA256-192f-robust,keypair,1988959,10576,8880,64,1632
SPHINCS+-SHA256-192f-robust,sign,1989729,46432,44644,92,1696
SPHINCS+-SHA256-192f-robust,verify,1989741,46432,44644,92,1696
SPHINCS+-SHA256-192f-simple,keypair,1989393,10576,8880,64,1632
SPHINCS+-SHA256-192f-simple,sign,1990173,46432,44644,92,1696
SPHINCS+-SHA256-192f-simple,verify,1990175,46432,44644,92,1696
SPHINCS+-SHA256-192s-robust,keypair,1989765,10576,8880,64,1632
SPHINCS+-SHA256-192s-robust,sign,1989616,26832,25204,92,1536
SPHINCS+-SHA256-192s-robust,verify,1989618,26832,25204,92,1536
SPHINCS+-SHA256-192s-simple,keypair,1990199,10576,8880,64,1632
SPHINCS+-SHA256-192s-simple,sign,1990050,26832,25204,92,1536
SPHINCS+-SHA256-192s-simple,verify,1990052,26832,25204,92,1536
SPHINCS+-SHA256-256f-robust,keypair,10140036,10944,4696,88,6160
SPHINCS+-SHA256-256f-robust,sign,465911045,60712,54532,100,6080
SPHINCS+-SHA256-256f-robust,verify,6787992,60728,54532,100,6096
SPHINCS+-SHA256-256f-simple,keypair,5476094,11472,4696,88,6688
SPHINCS+-SHA256-256f-simple,sign,210735013,60704,54652,116,5936
SPHINCS+-SHA256-256f-simple,verify,3743482,60704,54652,116,5936
SPHINCS+-SHA256-256s-robust,keypair,10140842,11216,4696,88,6432
SPHINCS+-SHA256-256s-robust,sign,9109352022,40976,34588,116,6272
SPHINCS+-SHA256-256s-robust,verify,1990922,40448,38820,92,1536
SPHINCS+-SHA256-256s-simple,keypair,5476890,11744,4696,88,6960
SPHINCS+-SHA256-256s-simple,sign,1991344,40448,38820,92,1536
SPHINCS+-SHA256-256s-simple,verify,1991356,40448,38820,92,1536
SPHINCS+-SHAKE256-128f-robust,keypair,1990805,10624,8832,64,1728
SPHINCS+-SHAKE256-128f-robust,sign,1990645,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-robust,verify,1990657,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-simple,keypair,1991275,10624,8832,64,1728
SPHINCS+-SHAKE256-128f-simple,sign,1991125,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-simple,verify,1991127,27648,26020,92,1536
SPHINCS+-SHAKE256-128s-robust,keypair,1991673,10720,8832,64,1824
SPHINCS+-SHAKE256-128s-robust,sign,1991523,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-robust,verify,1991515,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-simple,keypair,1992133,10720,8832,64,1824
SPHINCS+-SHAKE256-128s-simple,sign,1991988,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-simple,verify,1991985,18416,16788,92,1536
SPHINCS+-SHAKE256-192f-robust,keypair,1992400,10576,8880,64,1632
SPHINCS+-SHAKE256-192f-robust,sign,1993170,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-robust,verify,1993172,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-simple,keypair,1992860,10576,8880,64,1632
SPHINCS+-SHAKE256-192f-simple,sign,1993630,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-simple,verify,1993642,46432,44644,92,1696
SPHINCS+-SHAKE256-192s-robust,keypair,1993268,10576,8880,64,1632
SPHINCS+-SHAKE256-192s-robust,sign,1993114,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-robust,verify,1993111,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-simple,keypair,1993738,10576,8880,64,1632
SPHINCS+-SHAKE256-192s-simple,sign,1993589,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-simple,verify,1993591,26832,25204,92,1536
SPHINCS+-SHAKE256-256f-robust,keypair,1993848,10640,8928,64,1648
SPHINCS+-SHAKE256-256f-robust,sign,1992777,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-robust,verify,1992789,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-simple,keypair,1994318,10640,8928,64,1648
SPHINCS+-SHAKE256-256f-simple,sign,1993257,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-simple,verify,1993249,60096,58884,92,1120
SPHINCS+-SHAKE256-256s-robust,keypair,10343523,10936,4584,80,6272
SPHINCS+-SHAKE256-256s-robust,sign,1994557,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-robust,verify,1994559,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-simple,keypair,6447962,10936,4584,80,6272
SPHINCS+-SHAKE256-256s-simple,sign,1995036,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-simple,verify,1995038,40448,38820,92,1536
