Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,2641200,46752,10940,52,35760
BIKE-L1,encaps,3127347,38640,12545,79,26016
BIKE-L1,decaps,1996268,89912,12577,87,77248
BIKE-L3,keygen,3772418,86848,17364,44,69440
BIKE-L3,encaps,5260999,71280,20511,65,50704
BIKE-L3,decaps,2000847,173032,20543,73,152416
BIKE-L5,keygen,6530464,159024,25792,48,133184
BIKE-L5,encaps,10458698,126768,30978,78,95712
BIKE-L5,decaps,2005957,322968,31010,86,291872
Classic-McEliece-348864,keygen,764515115,2575632,271748,44,2303840
Classic-McEliece-348864,encaps,1990682,280640,276476,84,4080
Classic-McEliece-348864,decaps,2092605,306904,271940,68,34896
Classic-McEliece-348864f,keygen,442354103,2575632,271748,44,2303840
Classic-McEliece-348864f,encaps,1991170,280640,276476,84,4080
Classic-McEliece-348864f,decaps,2093088,306904,271940,68,34896
Classic-McEliece-460896,keygen,2253813219,2753328,541904,32,2211392
Classic-McEliece-460896,encaps,1984118,547888,546692,76,1120
Classic-McEliece-460896,decaps,2162847,604296,542156,60,62080
Classic-McEliece-460896f,keygen,1308846231,2753328,541904,32,2211392
Classic-McEliece-460896f,encaps,1984611,547888,546692,76,1120
Classic-McEliece-460896f,decaps,2163335,604296,542156,60,62080
Classic-McEliece-6688128,keygen,3452486633,3274960,1063060,44,2211856
Classic-McEliece-6688128,encaps,1990783,1074464,1067900,84,6480
Classic-McEliece-6688128,decaps,2167728,1139416,1063364,68,75984
Classic-McEliece-6688128f,keygen,2475401497,3274960,1063060,44,2211856
Classic-McEliece-6688128f,encaps,1991286,1074464,1067900,84,6480
Classic-McEliece-6688128f,decaps,2168216,1139416,1063364,68,75984
Classic-McEliece-6960119,keygen,3133714347,3277296,1065403,53,2211840
Classic-McEliece-6960119,encaps,1991934,1076688,1070229,107,6352
Classic-McEliece-6960119,decaps,2166072,1128488,1065693,91,62704
Classic-McEliece-6960119f,keygen,2268365676,3277296,1065403,53,2211840
Classic-McEliece-6960119f,encaps,1992422,1076688,1070229,107,6352
Classic-McEliece-6960119f,decaps,2166570,1128488,1065693,91,62704
Classic-McEliece-8192128,keygen,4436029097,3588144,1376080,32,2212032
Classic-McEliece-8192128,encaps,1982633,1376624,1376080,32,512
Classic-McEliece-8192128,decaps,2165468,1451784,1376384,56,75344
Classic-McEliece-8192128f,keygen,2851221303,3588144,1376080,32,2212032
Classic-McEliece-8192128f,encaps,1983121,1376624,1376080,32,512
Classic-McEliece-8192128f,decaps,2165966,1451784,1376384,56,75344
HQC-128,keygen,2406997,57848,9210,94,48544
HQC-128,encaps,2473301,77480,13323,93,64064
HQC-128,decaps,3493023,84336,13387,101,70848
HQC-192,keygen,2793400,109832,13324,60,96448
HQC-192,encaps,2894203,150520,22414,90,128016
HQC-192,decaps,5175119,164192,22478,98,141616
HQC-256,keygen,3246722,172664,18770,54,153840
HQC-256,encaps,3446285,237864,33303,81,204480
HQC-256,decaps,8067493,259696,33367,89,226240
Kyber512,keygen,1983283,18416,11176,56,7184
Kyber512,encaps,2023288,19024,7408,48,11568
Kyber512,decaps,2008366,19848,7440,56,12352
Kyber768,keygen,1983439,23952,12328,56,11568
Kyber768,encaps,2034586,25688,9104,88,16496
Kyber768,decaps,2012581,26832,9136,96,17600
Kyber1024,keygen,1983587,30480,13480,56,16944
Kyber1024,encaps,2045715,32896,10512,48,22336
Kyber1024,decaps,2018559,34520,10544,56,23920
Kyber512-90s,keygen,1983820,17888,11176,56,6656
Kyber512-90s,encaps,2043241,19192,7904,88,11200
Kyber512-90s,decaps,2128654,20016,7936,96,11984
Kyber768-90s,keygen,1983975,23152,12328,56,10768
Kyber768-90s,encaps,2053956,25240,9376,88,15776
Kyber768-90s,decaps,2165129,26384,9408,96,16880
Kyber1024-90s,keygen,1984142,29488,13480,56,15952
Kyber1024-90s,encaps,2327545,32384,11176,104,21104
Kyber1024-90s,decaps,2466435,34008,11208,112,22688
sntrup761,keygen,9013059,20464,11665,79,8720
sntrup761,encaps,2020933,19600,12736,96,6768
sntrup761,decaps,3568101,20040,8200,80,11760
FrodoKEM-640-AES,keygen,2482516,76456,33744,40,42672
FrodoKEM-640-AES,encaps,2706747,127528,43912,96,83520
FrodoKEM-640-AES,decaps,3002767,146896,43496,72,103328
FrodoKEM-640-SHAKE,keygen,2481961,71512,34512,72,36928
FrodoKEM-640-SHAKE,encaps,2701578,102984,44248,80,58656
FrodoKEM-640-SHAKE,decaps,3001542,123632,44264,104,79264
FrodoKEM-976-AES,keygen,2890170,115832,51600,72,64160
FrodoKEM-976-AES,encaps,3311168,193432,66936,64,126432
FrodoKEM-976-AES,decaps,3535258,224960,66960,80,157920
FrodoKEM-976-SHAKE,keygen,2886134,107752,51936,56,55760
FrodoKEM-976-SHAKE,encaps,3309098,157368,67704,80,89584
FrodoKEM-976-SHAKE,decaps,3533183,188896,67728,96,121072
FrodoKEM-1344-AES,keygen,3202832,155832,68848,40,86944
FrodoKEM-1344-AES,encaps,3786097,264216,90512,56,173648
FrodoKEM-1344-AES,decaps,4089359,307536,90544,64,216928
FrodoKEM-1344-SHAKE,keygen,3202569,146088,69616,72,76400
FrodoKEM-1344-SHAKE,encaps,3783135,214168,91280,88,122800
FrodoKEM-1344-SHAKE,decaps,4086387,257488,91312,96,166080
