Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
Dilithium2,keypair,1984539.1666666667,51264.0,12576.0,64.0,38624.0
Dilithium2,sign,2015949.1666666667,66860.0,15208.0,116.0,51536.0
Dilithium2,verify,2079036.0,49000.0,10888.0,112.0,38000.0
Dilithium3,keypair,1982237.0,75360.0,14688.0,64.0,60608.0
Dilithium3,sign,2017585.3333333333,97484.0,18193.0,107.0,79184.0
Dilithium3,verify,2106193.6,73504.0,13873.0,103.0,59528.0
Dilithium5,keypair,1982454.8333333333,113728.0,16192.0,64.0,97472.0
Dilithium5,sign,2033875.1666666667,143308.0,20999.0,117.0,122192.0
Dilithium5,verify,2137857.1,111392.0,16679.0,113.0,94600.0
Dilithium2-AES,keypair,1984887.6666666667,51264.0,12576.0,64.0,38624.0
Dilithium2-AES,sign,2015938.6666666667,66984.0,15320.0,128.0,51536.0
Dilithium2-AES,verify,2091972.6666666667,49680.0,11248.0,144.0,38288.0
Dilithium3-AES,keypair,1982584.0,75360.0,14688.0,64.0,60608.0
Dilithium3-AES,sign,2017574.3333333333,97608.0,18305.0,119.0,79184.0
Dilithium3-AES,verify,2119959.933333333,74176.0,14233.0,135.0,59808.0
Dilithium5-AES,keypair,1982802.6666666667,113728.0,16192.0,64.0,97472.0
Dilithium5-AES,sign,2033863.6666666667,143432.0,21111.0,129.0,122192.0
Dilithium5-AES,verify,2152470.533333333,112064.0,17039.0,145.0,94880.0
Falcon-512,keypair,1982830.6666666667,29424.0,10914.0,94.0,18416.0
Falcon-512,sign,2331617.0,52960.0,11680.0,128.0,41152.0
Falcon-512,verify,1985389.3333333333,13504.0,11680.0,128.0,1696.0
Falcon-1024,keypair,1984684.0,48368.0,12834.0,94.0,35440.0
Falcon-1024,sign,2707175.0,95424.0,14214.0,122.0,81088.0
Falcon-1024,verify,2178052.533333333,19800.0,9870.0,122.0,9808.0
SPHINCS+-Haraka-128f-robust,keypair,1984892.3333333333,10496.0,8832.0,64.0,1600.0
SPHINCS+-Haraka-128f-robust,sign,2175291.6666666665,28672.0,26020.0,92.0,2560.0
SPHINCS+-Haraka-128f-robust,verify,1984747.6666666667,27648.0,26020.0,92.0,1536.0
SPHINCS+-Haraka-128f-simple,keypair,1985327.6666666667,10496.0,8832.0,64.0,1600.0
SPHINCS+-Haraka-128f-simple,sign,2175723.6666666665,28672.0,26020.0,92.0,2560.0
SPHINCS+-Haraka-128f-simple,verify,1985182.6666666667,27648.0,26020.0,92.0,1536.0
SPHINCS+-Haraka-128s-robust,keypair,1985689.6666666667,10496.0,8832.0,64.0,1600.0
SPHINCS+-Haraka-128s-robust,sign,2176087.6666666665,19440.0,16788.0,92.0,2560.0
SPHINCS+-Haraka-128s-robust,verify,1985544.0,18416.0,16788.0,92.0,1536.0
SPHINCS+-Haraka-128s-simple,keypair,1986123.0,10496.0,8832.0,64.0,1600.0
SPHINCS+-Haraka-128s-simple,sign,2176519.0,19440.0,16788.0,92.0,2560.0
SPHINCS+-Haraka-128s-simple,verify,1985979.0,18416.0,16788.0,92.0,1536.0
SPHINCS+-Haraka-192f-robust,keypair,1986348.0,10576.0,8880.0,64.0,1632.0
SPHINCS+-Haraka-192f-robust,sign,2176749.6666666665,47328.0,44644.0,92.0,2592.0
SPHINCS+-Haraka-192f-robust,verify,1987118.0,46432.0,44644.0,92.0,1696.0
SPHINCS+-Haraka-192f-simple,keypair,1986780.3333333333,10576.0,8880.0,64.0,1632.0
SPHINCS+-Haraka-192f-simple,sign,2177185.0,47328.0,44644.0,92.0,2592.0
SPHINCS+-Haraka-192f-simple,verify,1987554.3333333333,46432.0,44644.0,92.0,1696.0
SPHINCS+-Haraka-192s-robust,keypair,1987142.0,10576.0,8880.0,64.0,1632.0
SPHINCS+-Haraka-192s-robust,sign,2177546.0,27872.0,25204.0,92.0,2576.0
SPHINCS+-Haraka-192s-robust,verify,1986998.6666666667,26832.0,25204.0,92.0,1536.0
SPHINCS+-Haraka-192s-simple,keypair,1987578.0,10576.0,8880.0,64.0,1632.0
SPHINCS+-Haraka-192s-simple,sign,2177979.0,27872.0,25204.0,92.0,2576.0
SPHINCS+-Haraka-192s-simple,verify,1987431.6666666667,26832.0,25204.0,92.0,1536.0
SPHINCS+-Haraka-256f-robust,keypair,11411749.666666666,11952.0,4360.0,40.0,7552.0
SPHINCS+-Haraka-256f-robust,sign,2186996.3333333335,61584.0,58884.0,92.0,2608.0
SPHINCS+-Haraka-256f-robust,verify,12457201.866666667,61888.0,54316.0,68.0,7504.0
SPHINCS+-Haraka-256f-simple,keypair,7255861.333333333,11952.0,4360.0,40.0,7552.0
SPHINCS+-Haraka-256f-simple,sign,2187429.6666666665,61584.0,58884.0,92.0,2608.0
SPHINCS+-Haraka-256f-simple,verify,8056472.2,61888.0,54316.0,68.0,7504.0
SPHINCS+-Haraka-256s-robust,keypair,11412550.0,12224.0,4360.0,40.0,7824.0
SPHINCS+-Haraka-256s-robust,sign,16282552285.266666,42000.0,34252.0,68.0,7680.0
SPHINCS+-Haraka-256s-robust,verify,16758143.933333334,41344.0,34252.0,68.0,7024.0
SPHINCS+-Haraka-256s-simple,keypair,7256659.333333333,12224.0,4360.0,40.0,7824.0
SPHINCS+-Haraka-256s-simple,sign,9914899159.933332,42000.0,34252.0,68.0,7680.0
SPHINCS+-Haraka-256s-simple,verify,10390424.0,41344.0,34252.0,68.0,7024.0
SPHINCS+-SHA256-128f-robust,keypair,1987517.3333333333,10624.0,8832.0,64.0,1728.0
SPHINCS+-SHA256-128f-robust,sign,1987365.3333333333,27648.0,26020.0,92.0,1536.0
SPHINCS+-SHA256-128f-robust,verify,1987366.0,27648.0,26020.0,92.0,1536.0
SPHINCS+-SHA256-128f-simple,keypair,1987949.3333333333,10624.0,8832.0,64.0,1728.0
SPHINCS+-SHA256-128f-simple,sign,1987798.0,27648.0,26020.0,92.0,1536.0
SPHINCS+-SHA256-128f-simple,verify,1987800.3333333333,27648.0,26020.0,92.0,1536.0
SPHINCS+-SHA256-128s-robust,keypair,1988310.0,10720.0,8832.0,64.0,1824.0
SPHINCS+-SHA256-128s-robust,sign,1988162.0,18416.0,16788.0,92.0,1536.0
SPHINCS+-SHA256-128s-robust,verify,1988163.6666666667,18416.0,16788.0,92.0,1536.0
SPHINCS+-SHA256-128s-simple,keypair,1988744.6666666667,10720.0,8832.0,64.0,1824.0
SPHINCS+-SHA256-128s-simple,sign,1988593.3333333333,18416.0,16788.0,92.0,1536.0
SPHINCS+-SHA256-128s-simple,verify,1988599.3333333333,18416.0,16788.0,92.0,1536.0
SPHINCS+-SHA256-192f-robust,keypair,1988966.0,10576.0,8880.0,64.0,1632.0
SPHINCS+-SHA256-192f-robust,sign,1989736.3333333333,46432.0,44644.0,92.0,1696.0
SPHINCS+-SHA256-192f-robust,verify,1989738.6666666667,46432.0,44644.0,92.0,1696.0
SPHINCS+-SHA256-192f-simple,keypair,1989400.0,10576.0,8880.0,64.0,1632.0
SPHINCS+-SHA256-192f-simple,sign,1990170.3333333333,46432.0,44644.0,92.0,1696.0
SPHINCS+-SHA256-192f-simple,verify,1990173.3333333333,46432.0,44644.0,92.0,1696.0
SPHINCS+-SHA256-192s-robust,keypair,1989762.6666666667,10576.0,8880.0,64.0,1632.0
SPHINCS+-SHA256-192s-robust,sign,1989615.0,26832.0,25204.0,92.0,1536.0
SPHINCS+-SHA256-192s-robust,verify,1989616.6666666667,26832.0,25204.0,92.0,1536.0
SPHINCS+-SHA256-192s-simple,keypair,1990195.6666666667,10576.0,8880.0,64.0,1632.0
SPHINCS+-SHA256-192s-simple,sign,1990044.3333333333,26832.0,25204.0,92.0,1536.0
SPHINCS+-SHA256-192s-simple,verify,1990050.3333333333,26832.0,25204.0,92.0,1536.0
SPHINCS+-SHA256-256f-robust,keypair,10140042.666666666,10944.0,4696.0,88.0,6160.0
SPHINCS+-SHA256-256f-robust,sign,466345600.6,60712.0,54532.0,100.0,6080.0
SPHINCS+-SHA256-256f-robust,verify,6787994.466666667,60728.0,54532.0,100.0,6096.0
SPHINCS+-SHA256-256f-simple,keypair,5476090.333333333,11472.0,4696.0,88.0,6688.0
SPHINCS+-SHA256-256f-simple,sign,210545993.6,60704.0,54652.0,116.0,5936.0
SPHINCS+-SHA256-256f-simple,verify,3743481.6,60704.0,54652.0,116.0,5936.0
SPHINCS+-SHA256-256s-robust,keypair,10140838.0,11216.0,4696.0,88.0,6432.0
SPHINCS+-SHA256-256s-robust,sign,9109494237.2,40976.0,34588.0,116.0,6272.0
SPHINCS+-SHA256-256s-robust,verify,1990916.6666666667,40448.0,38820.0,92.0,1536.0
SPHINCS+-SHA256-256s-simple,keypair,5476888.0,11744.0,4696.0,88.0,6960.0
SPHINCS+-SHA256-256s-simple,sign,1991348.6666666667,40448.0,38820.0,92.0,1536.0
SPHINCS+-SHA256-256s-simple,verify,1991353.0,40448.0,38820.0,92.0,1536.0
SPHINCS+-SHAKE256-128f-robust,keypair,1990803.0,10624.0,8832.0,64.0,1728.0
