Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,Keygen,2622297,42648,6844,44,35760
BIKE-L1,Encaps,3108454,34536,8449,71,26016
BIKE-L1,Decaps,1977370,85808,8481,79,77248
BIKE-L3,Keygen,3753525,82744,13268,36,69440
BIKE-L3,Encaps,5242101,67176,16415,57,50704
BIKE-L3,Decaps,1981944,168928,16447,65,152416
BIKE-L5,Keygen,6511571,154920,21696,40,133184
BIKE-L5,Encaps,10439805,122664,26882,70,95712
BIKE-L5,Decaps,1987059,318864,26914,78,291872
Classic-McEliece-348864,Keygen,764494464,2571528,267652,36,2303840
Classic-McEliece-348864,Encaps,1971802,276536,272380,76,4080
Classic-McEliece-348864,Decaps,2073735,302800,267844,60,34896
Classic-McEliece-348864f,Keygen,442335205,2571528,267652,36,2303840
Classic-McEliece-348864f,Encaps,1972277,276536,272380,76,4080
Classic-McEliece-348864f,Decaps,2074205,302800,267844,60,34896
Classic-McEliece-460896,Keygen,1534477145,2749224,537808,24,2211392
Classic-McEliece-460896,Encaps,1965233,543784,542596,68,1120
Classic-McEliece-460896,Decaps,2143972,600192,538060,52,62080
Classic-McEliece-460896f,Keygen,1308827333,2749224,537808,24,2211392
Classic-McEliece-460896f,Encaps,1965703,543784,542596,68,1120
Classic-McEliece-460896f,Decaps,2144447,600192,538060,52,62080
Classic-McEliece-6688128,Keygen,6082402189,3270856,1058964,36,2211856
Classic-McEliece-6688128,Encaps,1971895,1070360,1063804,76,6480
Classic-McEliece-6688128,Decaps,2148840,1135312,1059268,60,75984
Classic-McEliece-6688128f,Keygen,2475382612,3270856,1058964,36,2211856
Classic-McEliece-6688128f,Encaps,1972401,1070360,1063804,76,6480
Classic-McEliece-6688128f,Decaps,2149351,1135312,1059268,60,75984
Classic-McEliece-6960119,Keygen,2230067118,3273192,1061307,45,2211840
Classic-McEliece-6960119,Encaps,1973041,1072584,1066133,99,6352
Classic-McEliece-6960119,Decaps,2147194,1124384,1061597,83,62704
Classic-McEliece-6960119f,Keygen,2268346781,3273192,1061307,45,2211840
Classic-McEliece-6960119f,Encaps,1973547,1072584,1066133,99,6352
Classic-McEliece-6960119f,Decaps,2147700,1124384,1061597,83,62704
Classic-McEliece-8192128,Keygen,4547627565,3584040,1371984,24,2212032
Classic-McEliece-8192128,Encaps,1963115,1372520,1371984,24,512
Classic-McEliece-8192128,Decaps,2146590,1447680,1372288,48,75344
Classic-McEliece-8192128f,Keygen,2851202413,3584040,1371984,24,2212032
Classic-McEliece-8192128f,Encaps,1963621,1372520,1371984,24,512
Classic-McEliece-8192128f,Decaps,2147091,1447680,1372288,48,75344
HQC-128,Keygen,2419420,53744,5114,86,48544
HQC-128,Encaps,2521616,73376,9227,85,64064
HQC-128,Decaps,3572670,80232,9291,93,70848
HQC-192,Keygen,2774497,105728,9228,52,96448
HQC-192,Encaps,2925544,146416,18318,82,128016
HQC-192,Decaps,5206465,160088,18382,90,141616
HQC-256,Keygen,3227829,168560,14674,46,153840
HQC-256,Encaps,3427196,233760,29207,73,204480
HQC-256,Decaps,8048394,255592,29271,81,226240
Kyber512,Keygen,1965088,14312,7080,48,7184
Kyber512,Encaps,2005083,14920,3312,40,11568
Kyber512,Decaps,1990171,15744,3344,48,12352
Kyber768,Keygen,1965239,19848,8232,48,11568
Kyber768,Encaps,2016386,21584,5008,80,16496
Kyber768,Decaps,1994386,22728,5040,88,17600
Kyber1024,Keygen,1965405,26376,9384,48,16944
Kyber1024,Encaps,2027533,28792,6416,40,22336
Kyber1024,Decaps,2000377,30416,6448,48,23920
Kyber512-90s,Keygen,1964914,13784,7080,48,6656
Kyber512-90s,Encaps,2024335,15088,3808,80,11200
Kyber512-90s,Decaps,2109743,15912,3840,88,11984
Kyber768-90s,Keygen,1965064,19048,8232,48,10768
Kyber768-90s,Encaps,2035040,21136,5280,80,15776
Kyber768-90s,Decaps,2146223,22280,5312,88,16880
Kyber1024-90s,Keygen,1965244,25384,9384,48,15952
Kyber1024-90s,Encaps,2309457,28280,7080,96,21104
Kyber1024-90s,Decaps,2448357,29904,7112,104,22688
sntrup761,Keygen,8994166,16360,7569,71,8720
sntrup761,Encaps,2002040,15496,8640,88,6768
sntrup761,Decaps,3549203,15936,4104,72,11760
FrodoKEM-640-AES,Keygen,2463632,72352,29648,32,42672
FrodoKEM-640-AES,Encaps,2687858,123424,39816,88,83520
FrodoKEM-640-AES,Decaps,2983873,142792,39400,64,103328
FrodoKEM-640-SHAKE,Keygen,2463038,67408,30416,64,36928
FrodoKEM-640-SHAKE,Encaps,2682645,98880,40152,72,58656
