Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,2641194.8,46752.0,10940.0,52.0,35760.0
BIKE-L1,encaps,3127347.533333333,38640.0,12545.0,79.0,26016.0
BIKE-L1,decaps,1996264.2,89912.0,12577.0,87.0,77248.0
BIKE-L3,keygen,3772418.3333333335,86848.0,17364.0,44.0,69440.0
BIKE-L3,encaps,5261001.333333333,71280.0,20511.0,65.0,50704.0
BIKE-L3,decaps,2000842.6666666667,173032.0,20543.0,73.0,152416.0
BIKE-L5,keygen,6530471.0,159024.0,25792.0,48.0,133184.0
BIKE-L5,encaps,10458699.0,126768.0,30978.0,78.0,95712.0
BIKE-L5,decaps,2005953.0,322968.0,31010.0,86.0,291872.0
Classic-McEliece-348864,keygen,507306883.3333333,2575632.0,271748.0,44.0,2303840.0
Classic-McEliece-348864,encaps,1990927.3333333333,280640.0,276476.0,84.0,4080.0
Classic-McEliece-348864,decaps,2092844.6666666667,306904.0,271940.0,68.0,34896.0
Classic-McEliece-348864f,keygen,442354103.3333333,2575632.0,271748.0,44.0,2303840.0
Classic-McEliece-348864f,encaps,1991172.6666666667,280640.0,276476.0,84.0,4080.0
Classic-McEliece-348864f,decaps,2093088.6666666667,306904.0,271940.0,68.0,34896.0
Classic-McEliece-460896,keygen,1605496047.3666666,2753328.0,541904.0,32.0,2211392.0
Classic-McEliece-460896,encaps,1984363.1666666667,547888.0,546692.0,76.0,1120.0
Classic-McEliece-460896,decaps,2163086.5,604296.0,542156.0,60.0,62080.0
Classic-McEliece-460896f,keygen,1308846232.0,2753328.0,541904.0,32.0,2211392.0
Classic-McEliece-460896f,encaps,1984607.6666666667,547888.0,546692.0,76.0,1120.0
Classic-McEliece-460896f,decaps,2163330.0,604296.0,542156.0,60.0,62080.0
Classic-McEliece-6688128,keygen,2911344795.866667,3274960.0,1063060.0,44.0,2211856.0
Classic-McEliece-6688128,encaps,1991036.3333333333,1074464.0,1067900.0,84.0,6480.0
Classic-McEliece-6688128,decaps,2167969.6666666665,1139416.0,1063364.0,68.0,75984.0
Classic-McEliece-6688128f,keygen,2475401503.6666665,3274960.0,1063060.0,44.0,2211856.0
Classic-McEliece-6688128f,encaps,1991282.3333333333,1074464.0,1067900.0,84.0,6480.0
Classic-McEliece-6688128f,decaps,2168215.6666666665,1139416.0,1063364.0,68.0,75984.0
Classic-McEliece-6960119,keygen,2598739811.4,3277296.0,1065403.0,53.0,2211840.0
Classic-McEliece-6960119,encaps,1992176.1666666667,1076688.0,1070229.0,107.0,6352.0
Classic-McEliece-6960119,decaps,2166324.3333333335,1128488.0,1065693.0,91.0,62704.0
Classic-McEliece-6960119f,keygen,2274612347.6,3277296.0,1065403.0,53.0,2211840.0
Classic-McEliece-6960119f,encaps,1992422.6666666667,1076688.0,1070229.0,107.0,6352.0
Classic-McEliece-6960119f,decaps,2166570.6666666665,1128488.0,1065693.0,91.0,62704.0
