Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,2641195,46752,10940,52,35760
BIKE-L1,encaps,3127352,38640,12545,79,26016
BIKE-L1,decaps,1996268,89912,12577,87,77248
BIKE-L3,keygen,3772413,86848,17364,44,69440
BIKE-L3,encaps,5260999,71280,20511,65,50704
BIKE-L3,decaps,2000847,173032,20543,73,152416
BIKE-L5,keygen,6530474,159024,25792,48,133184
BIKE-L5,encaps,10458693,126768,30978,78,95712
BIKE-L5,decaps,2005952,322968,31010,86,291872
Classic-McEliece-348864,keygen,436807561,2575632,271748,44,2303840
Classic-McEliece-348864,encaps,1990682,280640,276476,84,4080
Classic-McEliece-348864,decaps,2092600,306904,271940,68,34896
Classic-McEliece-348864f,keygen,442354103,2575632,271748,44,2303840
Classic-McEliece-348864f,encaps,1991175,280640,276476,84,4080
Classic-McEliece-348864f,decaps,2093093,306904,271940,68,34896
Classic-McEliece-460896,keygen,2014041832,2753328,541904,32,2211392
Classic-McEliece-460896,encaps,1984118,547888,546692,76,1120
Classic-McEliece-460896,decaps,2162842,604296,542156,60,62080
Classic-McEliece-460896f,keygen,1308846236,2753328,541904,32,2211392
Classic-McEliece-460896f,encaps,1984606,547888,546692,76,1120
Classic-McEliece-460896f,decaps,2163330,604296,542156,60,62080
Classic-McEliece-6688128,keygen,2926498533,3274960,1063060,44,2211856
Classic-McEliece-6688128,encaps,1990793,1074464,1067900,84,6480
Classic-McEliece-6688128,decaps,2167728,1139416,1063364,68,75984
Classic-McEliece-6688128f,keygen,2475401497,3274960,1063060,44,2211856
Classic-McEliece-6688128f,encaps,1991286,1074464,1067900,84,6480
Classic-McEliece-6688128f,decaps,2168221,1139416,1063364,68,75984
Classic-McEliece-6960119,keygen,4940968692,3277296,1065403,53,2211840
Classic-McEliece-6960119,encaps,1991929,1076688,1070229,107,6352
Classic-McEliece-6960119,decaps,2166077,1128488,1065693,91,62704
Classic-McEliece-6960119f,keygen,2268365676,3277296,1065403,53,2211840
Classic-McEliece-6960119f,encaps,1992417,1076688,1070229,107,6352
Classic-McEliece-6960119f,decaps,2166565,1128488,1065693,91,62704
Classic-McEliece-8192128,keygen,3386867978,3588144,1376080,32,2212032
Classic-McEliece-8192128,encaps,1982623,1376624,1376080,32,512
Classic-McEliece-8192128,decaps,2165468,1451784,1376384,56,75344
Classic-McEliece-8192128f,keygen,2851221303,3588144,1376080,32,2212032
Classic-McEliece-8192128f,encaps,1983121,1376624,1376080,32,512
Classic-McEliece-8192128f,decaps,2165961,1451784,1376384,56,75344
HQC-128,keygen,2467149,57848,9210,94,48544
HQC-128,encaps,2473296,77480,13323,93,64064
HQC-128,decaps,3553176,84336,13387,101,70848
HQC-192,keygen,2838862,109832,13324,60,96448
HQC-192,encaps,2944612,150520,22414,90,128016
HQC-192,decaps,5270995,164192,22478,98,141616
HQC-256,keygen,3246727,172664,18770,54,153840
HQC-256,encaps,3513236,237864,33303,81,204480
HQC-256,decaps,8134444,259696,33367,89,226240
Kyber512,keygen,1983283,18416,11176,56,7184
Kyber512,encaps,2023283,19024,7408,48,11568
Kyber512,decaps,2008371,19848,7440,56,12352
Kyber768,keygen,1983434,23952,12328,56,11568
Kyber768,encaps,2034581,25688,9104,88,16496
Kyber768,decaps,2012576,26832,9136,96,17600
Kyber1024,keygen,1983582,30480,13480,56,16944
Kyber1024,encaps,2045720,32896,10512,48,22336
Kyber1024,decaps,2018564,34520,10544,56,23920
Kyber512-90s,keygen,1983820,17888,11176,56,6656
Kyber512-90s,encaps,2043241,19192,7904,88,11200
Kyber512-90s,decaps,2128654,20016,7936,96,11984
Kyber768-90s,keygen,1983965,23152,12328,56,10768
Kyber768-90s,encaps,2053956,25240,9376,88,15776
Kyber768-90s,decaps,2165129,26384,9408,96,16880
Kyber1024-90s,keygen,1984137,29488,13480,56,15952
Kyber1024-90s,encaps,2336309,32384,11176,104,21104
Kyber1024-90s,decaps,2475209,34008,11208,112,22688
sntrup761,keygen,9013059,20464,11665,79,8720
sntrup761,encaps,2020928,19600,12736,96,6768
sntrup761,decaps,3568096,20040,8200,80,11760
FrodoKEM-640-AES,keygen,2482516,76456,33744,40,42672
FrodoKEM-640-AES,encaps,2706747,127528,43912,96,83520
FrodoKEM-640-AES,decaps,3002767,146896,43496,72,103328
FrodoKEM-640-SHAKE,keygen,2481971,71512,34512,72,36928
FrodoKEM-640-SHAKE,encaps,2701573,102984,44248,80,58656
FrodoKEM-640-SHAKE,decaps,3001542,123632,44264,104,79264
FrodoKEM-976-AES,keygen,2890165,115832,51600,72,64160
FrodoKEM-976-AES,encaps,3311173,193432,66936,64,126432
FrodoKEM-976-AES,decaps,3535258,224960,66960,80,157920
FrodoKEM-976-SHAKE,keygen,2886129,107752,51936,56,55760
FrodoKEM-976-SHAKE,encaps,3309098,157368,67704,80,89584
FrodoKEM-976-SHAKE,decaps,3533188,188896,67728,96,121072
FrodoKEM-1344-AES,keygen,3202827,155832,68848,40,86944
FrodoKEM-1344-AES,encaps,3786097,264216,90512,56,173648
FrodoKEM-1344-AES,decaps,4089359,307536,90544,64,216928
FrodoKEM-1344-SHAKE,keygen,3202569,146088,69616,72,76400
FrodoKEM-1344-SHAKE,encaps,3783130,214168,91280,88,122800
FrodoKEM-1344-SHAKE,decaps,4086382,257488,91312,96,166080
Dilithium2,keypair,1984185,51264,12576,64,38624
Dilithium2,sign,2015953,66736,15096,104,51536
Dilithium2,verify,2066125,48320,10528,80,37712
Dilithium3,keypair,1981892,75360,14688,64,60608
Dilithium3,sign,2017592,97360,18081,95,79184
Dilithium3,verify,2092519,72832,13513,71,59248
Dilithium5,keypair,1982110,113728,16192,64,97472
Dilithium5,sign,2033881,143184,20887,105,122192
Dilithium5,verify,2123227,110720,16319,81,94320
Dilithium2-AES,keypair,1984881,51264,12576,64,38624
Dilithium2-AES,sign,2015940,66984,15320,128,51536
Dilithium2-AES,verify,2091984,49680,11248,144,38288
Dilithium3-AES,keypair,1982588,75360,14688,64,60608
Dilithium3-AES,sign,2017578,97608,18305,119,79184
Dilithium3-AES,verify,2120062,74176,14233,135,59808
Dilithium5-AES,keypair,1982806,113728,16192,64,97472
Dilithium5-AES,sign,2033867,143432,21111,129,122192
Dilithium5-AES,verify,2152434,112064,17039,145,94880
Falcon-512,keypair,1982835,29424,10914,94,18416
Falcon-512,sign,2331620,52960,11680,128,41152
Falcon-512,verify,1985391,13504,11680,128,1696
Falcon-1024,keypair,1984688,48368,12834,94,35440
Falcon-1024,sign,2707170,95424,14214,122,81088
Falcon-1024,verify,2178027,19800,9870,122,9808
SPHINCS+-Haraka-128f-robust,keypair,1984897,10496,8832,64,1600
SPHINCS+-Haraka-128f-robust,sign,2175293,28672,26020,92,2560
SPHINCS+-Haraka-128f-robust,verify,1984742,27648,26020,92,1536
SPHINCS+-Haraka-128f-simple,keypair,1985331,10496,8832,64,1600
SPHINCS+-Haraka-128f-simple,sign,2175717,28672,26020,92,2560
SPHINCS+-Haraka-128f-simple,verify,1985176,27648,26020,92,1536
SPHINCS+-Haraka-128s-robust,keypair,1985693,10496,8832,64,1600
SPHINCS+-Haraka-128s-robust,sign,2176089,19440,16788,92,2560
SPHINCS+-Haraka-128s-robust,verify,1985538,18416,16788,92,1536
SPHINCS+-Haraka-128s-simple,keypair,1986127,10496,8832,64,1600
SPHINCS+-Haraka-128s-simple,sign,2176523,19440,16788,92,2560
SPHINCS+-Haraka-128s-simple,verify,1985982,18416,16788,92,1536
SPHINCS+-Haraka-192f-robust,keypair,1986351,10576,8880,64,1632
SPHINCS+-Haraka-192f-robust,sign,2176753,47328,44644,92,2592
SPHINCS+-Haraka-192f-robust,verify,1987113,46432,44644,92,1696
SPHINCS+-Haraka-192f-simple,keypair,1986775,10576,8880,64,1632
SPHINCS+-Haraka-192f-simple,sign,2177187,47328,44644,92,2592
SPHINCS+-Haraka-192f-simple,verify,1987557,46432,44644,92,1696
SPHINCS+-Haraka-192s-robust,keypair,1987137,10576,8880,64,1632
SPHINCS+-Haraka-192s-robust,sign,2177543,27872,25204,92,2576
SPHINCS+-Haraka-192s-robust,verify,1987000,26832,25204,92,1536
SPHINCS+-Haraka-192s-simple,keypair,1987581,10576,8880,64,1632
SPHINCS+-Haraka-192s-simple,sign,2177982,27872,25204,92,2576
SPHINCS+-Haraka-192s-simple,verify,1987434,26832,25204,92,1536
SPHINCS+-Haraka-256f-robust,keypair,11411754,11952,4360,40,7552
SPHINCS+-Haraka-256f-robust,sign,2187001,61584,58884,92,2608
SPHINCS+-Haraka-256f-robust,verify,12457189,61888,54316,68,7504
SPHINCS+-Haraka-256f-simple,keypair,7255855,11952,4360,40,7552
SPHINCS+-Haraka-256f-simple,sign,2187425,61584,58884,92,2608
SPHINCS+-Haraka-256f-simple,verify,8056477,61888,54316,68,7504
SPHINCS+-Haraka-256s-robust,keypair,11412552,12224,4360,40,7824
SPHINCS+-Haraka-256s-robust,sign,16282578954,42000,34252,68,7680
SPHINCS+-Haraka-256s-robust,verify,16731478,41344,34252,68,7024
SPHINCS+-Haraka-256s-simple,keypair,7256663,12224,4360,40,7824
SPHINCS+-Haraka-256s-simple,sign,9914960936,42000,34252,68,7680
SPHINCS+-Haraka-256s-simple,verify,10328654,41344,34252,68,7024
SPHINCS+-SHA256-128f-robust,keypair,1987518,10624,8832,64,1728
SPHINCS+-SHA256-128f-robust,sign,1987358,27648,26020,92,1536
SPHINCS+-SHA256-128f-robust,verify,1987360,27648,26020,92,1536
SPHINCS+-SHA256-128f-simple,keypair,1987942,10624,8832,64,1728
SPHINCS+-SHA256-128f-simple,sign,1987792,27648,26020,92,1536
SPHINCS+-SHA256-128f-simple,verify,1987794,27648,26020,92,1536
SPHINCS+-SHA256-128s-robust,keypair,1988304,10720,8832,64,1824
SPHINCS+-SHA256-128s-robust,sign,1988164,18416,16788,92,1536
SPHINCS+-SHA256-128s-robust,verify,1988166,18416,16788,92,1536
SPHINCS+-SHA256-128s-simple,keypair,1988748,10720,8832,64,1824
SPHINCS+-SHA256-128s-simple,sign,1988598,18416,16788,92,1536
SPHINCS+-SHA256-128s-simple,verify,1988600,18416,16788,92,1536
SPHINCS+-SHA256-192f-robust,keypair,1988959,10576,8880,64,1632
SPHINCS+-SHA256-192f-robust,sign,1989739,46432,44644,92,1696
SPHINCS+-SHA256-192f-robust,verify,1989741,46432,44644,92,1696
SPHINCS+-SHA256-192f-simple,keypair,1989403,10576,8880,64,1632
SPHINCS+-SHA256-192f-simple,sign,1990173,46432,44644,92,1696
SPHINCS+-SHA256-192f-simple,verify,1990175,46432,44644,92,1696
SPHINCS+-SHA256-192s-robust,keypair,1989765,10576,8880,64,1632
SPHINCS+-SHA256-192s-robust,sign,1989616,26832,25204,92,1536
SPHINCS+-SHA256-192s-robust,verify,1989618,26832,25204,92,1536
SPHINCS+-SHA256-192s-simple,keypair,1990199,10576,8880,64,1632
SPHINCS+-SHA256-192s-simple,sign,1990040,26832,25204,92,1536
SPHINCS+-SHA256-192s-simple,verify,1990052,26832,25204,92,1536
SPHINCS+-SHA256-256f-robust,keypair,10140046,10944,4696,88,6160
SPHINCS+-SHA256-256f-robust,sign,466266587,60712,54532,100,6080
SPHINCS+-SHA256-256f-robust,verify,6787986,60728,54532,100,6096
SPHINCS+-SHA256-256f-simple,keypair,5476094,11472,4696,88,6688
SPHINCS+-SHA256-256f-simple,sign,210392821,60704,54652,116,5936
SPHINCS+-SHA256-256f-simple,verify,3743477,60704,54652,116,5936
SPHINCS+-SHA256-256s-robust,keypair,10140842,11216,4696,88,6432
SPHINCS+-SHA256-256s-robust,sign,9109589053,40976,34588,116,6272
SPHINCS+-SHA256-256s-robust,verify,1990912,40448,38820,92,1536
SPHINCS+-SHA256-256s-simple,keypair,5476890,11744,4696,88,6960
SPHINCS+-SHA256-256s-simple,sign,1991354,40448,38820,92,1536
SPHINCS+-SHA256-256s-simple,verify,1991351,40448,38820,92,1536
SPHINCS+-SHAKE256-128f-robust,keypair,1990805,10624,8832,64,1728
SPHINCS+-SHAKE256-128f-robust,sign,1990650,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-robust,verify,1990647,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-simple,keypair,1991275,10624,8832,64,1728
SPHINCS+-SHAKE256-128f-simple,sign,1991115,27648,26020,92,1536
SPHINCS+-SHAKE256-128f-simple,verify,1991117,27648,26020,92,1536
SPHINCS+-SHAKE256-128s-robust,keypair,1991673,10720,8832,64,1824
SPHINCS+-SHAKE256-128s-robust,sign,1991513,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-robust,verify,1991525,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-simple,keypair,1992133,10720,8832,64,1824
SPHINCS+-SHAKE256-128s-simple,sign,1991983,18416,16788,92,1536
SPHINCS+-SHAKE256-128s-simple,verify,1991995,18416,16788,92,1536
SPHINCS+-SHAKE256-192f-robust,keypair,1992400,10576,8880,64,1632
SPHINCS+-SHAKE256-192f-robust,sign,1993170,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-robust,verify,1993172,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-simple,keypair,1992870,10576,8880,64,1632
SPHINCS+-SHAKE256-192f-simple,sign,1993640,46432,44644,92,1696
SPHINCS+-SHAKE256-192f-simple,verify,1993632,46432,44644,92,1696
SPHINCS+-SHAKE256-192s-robust,keypair,1993268,10576,8880,64,1632
SPHINCS+-SHAKE256-192s-robust,sign,1993119,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-robust,verify,1993121,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-simple,keypair,1993738,10576,8880,64,1632
SPHINCS+-SHAKE256-192s-simple,sign,1993579,26832,25204,92,1536
SPHINCS+-SHAKE256-192s-simple,verify,1993581,26832,25204,92,1536
SPHINCS+-SHAKE256-256f-robust,keypair,1993838,10640,8928,64,1648
SPHINCS+-SHAKE256-256f-robust,sign,1992787,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-robust,verify,1992789,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-simple,keypair,1994308,10640,8928,64,1648
SPHINCS+-SHAKE256-256f-simple,sign,1993257,60096,58884,92,1120
SPHINCS+-SHAKE256-256f-simple,verify,1993249,60096,58884,92,1120
SPHINCS+-SHAKE256-256s-robust,keypair,10343523,10936,4584,80,6272
SPHINCS+-SHAKE256-256s-robust,sign,1994557,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-robust,verify,1994559,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-simple,keypair,6447962,10936,4584,80,6272
SPHINCS+-SHAKE256-256s-simple,sign,1995036,40448,38820,92,1536
SPHINCS+-SHAKE256-256s-simple,verify,1995038,40448,38820,92,1536
