Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,3529906,99912,7868,52,91992
BIKE-L1,encaps,2568589,35560,9473,79,26008
BIKE-L1,decaps,2451243,84432,9505,87,74840
BIKE-L3,keygen,5903429,193672,14292,44,179336
BIKE-L3,encaps,2889958,68088,17439,65,50584
BIKE-L3,decaps,2383243,162720,17471,73,145176
BIKE-L5,keygen,11329571,507576,22720,48,484808
BIKE-L5,encaps,3580546,123224,27906,78,95240
BIKE-L5,decaps,2447365,306112,27938,86,278088
Classic-McEliece-348864,keygen,753013270,2523336,268676,44,2254616
Classic-McEliece-348864,encaps,2353189,277312,273404,84,3824
Classic-McEliece-348864,decaps,2418591,312096,268868,68,43160
Classic-McEliece-348864f,keygen,353355466,2523336,268676,44,2254616
Classic-McEliece-348864f,encaps,2353442,277312,273404,84,3824
Classic-McEliece-348864f,decaps,2418844,312096,268868,68,43160
Classic-McEliece-460896,keygen,2247833597,2750016,538832,32,2211152
Classic-McEliece-460896,encaps,2350372,545752,543620,76,2056
Classic-McEliece-460896,decaps,2475564,619360,539084,60,80216
Classic-McEliece-460896f,keygen,1069151212,2750016,538832,32,2211152
Classic-McEliece-460896f,encaps,2350618,545752,543620,76,2056
Classic-McEliece-460896f,decaps,2475825,619360,539084,60,80216
Classic-McEliece-6688128,keygen,2442184971,3271648,1059988,44,2211616
Classic-McEliece-6688128,encaps,2353762,1071232,1064828,84,6320
Classic-McEliece-6688128,decaps,2479015,1154464,1060292,68,94104
Classic-McEliece-6688128f,keygen,1574857026,3271648,1059988,44,2211616
Classic-McEliece-6688128f,encaps,2353999,1071216,1064828,84,6304
Classic-McEliece-6688128f,decaps,2479252,1154448,1060292,68,94088
Classic-McEliece-6960119,keygen,4361599075,3273984,1062331,53,2211600
Classic-McEliece-6960119,encaps,2354445,1073488,1067157,107,6224
Classic-McEliece-6960119,decaps,2478768,1143568,1062621,91,80856
Classic-McEliece-6960119f,keygen,1481056316,3273984,1062331,53,2211600
Classic-McEliece-6960119f,encaps,2354676,1073504,1067157,107,6240
Classic-McEliece-6960119f,decaps,2478999,1143552,1062621,91,80840
Classic-McEliece-8192128,keygen,2099927499,3584832,1373008,32,2211792
Classic-McEliece-8192128,encaps,2346271,1373440,1373008,32,400
Classic-McEliece-8192128,decaps,2474465,1506768,1373312,56,133400
Classic-McEliece-8192128f,keygen,1726234399,3584832,1373008,32,2211792
Classic-McEliece-8192128f,encaps,2346507,1373440,1373008,32,400
Classic-McEliece-8192128f,decaps,2474716,1506752,1373312,56,133384
HQC-128,keygen,2503952,44456,5642,54,38760
HQC-128,encaps,2592672,62632,10187,85,52360
HQC-128,decaps,3099889,71856,10251,93,61512
HQC-192,keygen,2710855,87048,10188,52,76808
HQC-192,encaps,2896428,123496,19278,82,104136
HQC-192,decaps,3848471,141904,19342,90,122472
HQC-256,keygen,3000583,164776,15634,46,149096
HQC-256,encaps,3330307,223496,30167,73,193256
HQC-256,decaps,5195812,253072,30231,81,222760
Kyber512,keygen,2349186,15416,8104,56,7256
Kyber512,encaps,2386299,16976,5168,88,11720
Kyber512,decaps,2370866,17816,5200,96,12520
Kyber768,keygen,2349384,20664,9256,56,11352
Kyber768,encaps,2395085,23088,6640,88,16360
Kyber768,decaps,2372601,24248,6672,96,17480
Kyber1024,keygen,2349446,26920,10408,56,16456
Kyber1024,encaps,2403773,30368,8272,88,22008
Kyber1024,decaps,2374415,32040,8304,96,23640
Kyber512-90s,keygen,2349604,15592,8104,56,7432
Kyber512-90s,encaps,2401782,15472,4592,56,10824
Kyber512-90s,decaps,2377743,16280,4624,64,11592
Kyber768-90s,keygen,2349657,20840,9256,56,11528
Kyber768-90s,encaps,2421811,21488,6064,56,15368
Kyber768-90s,decaps,2388309,22616,6096,64,16456
Kyber1024-90s,keygen,2349721,27112,10408,56,16648
Kyber1024-90s,encaps,2445650,28752,7696,56,21000
Kyber1024-90s,decaps,2402855,30392,7728,64,22600
sntrup761,keygen,5354071,27784,4025,55,23704
sntrup761,encaps,2417113,28168,5096,72,23000
sntrup761,decaps,2434577,30224,5128,80,25016
FrodoKEM-640-AES,keygen,5072627,73968,30784,40,43144
FrodoKEM-640-AES,encaps,5921816,124752,40520,64,84168
FrodoKEM-640-AES,decaps,6421275,145384,40536,72,104776
FrodoKEM-640-SHAKE,keygen,3374821,69456,31440,72,37944
FrodoKEM-640-SHAKE,encaps,3556419,100928,41176,80,59672
FrodoKEM-640-SHAKE,decaps,4050148,120544,41192,104,79248
FrodoKEM-976-AES,keygen,7053088,112896,48208,40,64648
FrodoKEM-976-AES,encaps,3510370,190184,63800,56,126328
FrodoKEM-976-AES,decaps,4012272,221680,63824,72,157784
FrodoKEM-976-SHAKE,keygen,3159772,105712,48864,56,56792
FrodoKEM-976-SHAKE,encaps,3495917,154296,64632,80,89584
FrodoKEM-976-SHAKE,decaps,3997819,185792,64656,96,121040
FrodoKEM-1344-AES,keygen,10760492,154192,65888,40,88264
FrodoKEM-1344-AES,encaps,3901467,260824,87376,48,173400
FrodoKEM-1344-AES,decaps,4587087,304128,87408,56,216664
FrodoKEM-1344-SHAKE,keygen,3424981,144048,66544,72,77432
FrodoKEM-1344-SHAKE,encaps,3896677,212064,88208,88,123768
FrodoKEM-1344-SHAKE,decaps,4576467,253216,87408,56,165752
Dilithium2,keypair,2347038,30184,9504,64,20616
Dilithium2,sign,2382290,57656,8512,128,49016
Dilithium2,verify,2410469,30016,8288,104,21624
Dilithium3,keypair,2347157,37416,11616,64,25736
Dilithium3,sign,2387485,90488,11497,119,78872
Dilithium3,verify,2427679,36096,11273,95,24728
Dilithium5,keypair,2347257,47112,13120,64,33928
Dilithium5,sign,2392633,126328,18039,129,108160
Dilithium5,verify,2446924,45312,14079,105,31128
