Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,CPU cycles: mean,pop. stdev.1
Dilithium2,keypair,226892.56666666668,3.0,14.176433333333334,5.030966666666667,51074.76666666667,18088.833333333332
Dilithium2,sign,75373.6,3.0,40.84590000000001,26.4059,147324.3,95288.8
Dilithium2,verify,216954.6,3.0,14.37326666666667,4.631600000000001,51803.5,16613.733333333334
Dilithium3,keypair,143582.93333333332,3.0,22.99216666666667,7.660333333333332,82891.0,27562.833333333332
Dilithium3,sign,48914.666666666664,3.0,63.99086666666667,43.324533333333335,230868.63333333333,156361.73333333334
Dilithium3,verify,140162.23333333334,3.0,22.895999999999997,6.174566666666666,82563.26666666666,22194.4
Dilithium5,keypair,93723.2,3.0,35.70966666666667,14.022566666666668,128789.56666666667,50540.63333333333
Dilithium5,sign,41028.5,3.0,76.4338,41.17963333333334,275781.0,148604.6
Dilithium5,verify,88975.7,3.0,36.04633333333334,8.1775,130024.7,29445.833333333332
Dilithium2-AES,keypair,285750.4666666667,3.0,10.498933333333335,4.1008000000000004,37805.26666666667,14728.466666666667
Dilithium2-AES,sign,87411.73333333334,3.0,34.3224,22.772733333333335,123779.26666666666,82173.8
Dilithium2-AES,verify,259209.53333333333,3.0,11.573866666666667,4.005866666666666,41700.8,14361.533333333333
Dilithium3-AES,keypair,186952.93333333332,3.0,16.04706666666667,7.821933333333334,57825.73333333333,28135.066666666666
Dilithium3-AES,sign,58883.13333333333,3.0,50.95073333333333,38.35346666666667,183795.46666666667,138417.53333333333
Dilithium3-AES,verify,175939.33333333334,3.0,17.051666666666666,5.062666666666668,61469.73333333333,18164.266666666666
Dilithium5-AES,keypair,123892.0,3.0,24.214933333333327,6.283466666666667,87304.6,22579.266666666666
Dilithium5-AES,sign,49566.46666666667,3.0,60.52706666666666,34.47253333333333,218365.46666666667,124377.86666666667
Dilithium5-AES,verify,111590.73333333334,3.0,26.88453333333333,6.490600000000001,96956.33333333333,23358.666666666668
Falcon-512,keypair,719.4666666666667,3.001733333333333,4172.430866666667,1057.1874,15060606.8,3816002.2
