Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,CPU cycles: mean,pop. stdev.1
BIKE-L1,keygen,27024.066666666666,3.0,111.01613333333334,29.779800000000005,400591.8,107450.6
BIKE-L1,encaps,111961.46666666666,3.0,26.79533333333334,7.517533333333333,96623.13333333333,27053.466666666667
BIKE-L1,decaps,5626.666666666667,3.000133333333333,533.2460666666666,70.35933333333334,1924689.2,253909.13333333333
BIKE-L3,keygen,9624.066666666668,3.0,311.7418,36.442066666666655,1125129.8666666667,131499.53333333333
BIKE-L3,encaps,48107.333333333336,3.0,62.36313333333333,14.799733333333334,224952.0,53363.53333333333
BIKE-L3,decaps,1881.1333333333334,3.0009333333333332,1595.5747999999999,154.76426666666663,5759251.8,558535.3333333334
BIKE-L5,keygen,3747.8,3.0004,800.5886666666667,67.95413333333333,2889617.6,245212.73333333334
BIKE-L5,encaps,23634.533333333333,3.0,126.9376,22.280533333333338,457985.86666666664,80393.6
BIKE-L5,decaps,715.9333333333333,3.002466666666666,4194.063,333.4174666666667,15138824.933333334,1203436.8
Classic-McEliece-348864,keygen,49.63333333333333,3.0245,62347.779800000004,7306.028533333332,225053565.6,26372178.533333335
Classic-McEliece-348864,encaps,291722.7,3.0,10.284333333333334,4.845699999999999,37016.03333333333,16487.066666666666
Classic-McEliece-348864,decaps,107706.0,3.0,27.853999999999996,9.013299999999997,100441.96666666666,32443.9
Classic-McEliece-348864f,keygen,57.0,3.019866666666667,52980.45160000001,748.3459999999999,191240670.2,2701149.933333333
Classic-McEliece-348864f,encaps,291348.0,3.0,10.297333333333334,4.2934,37064.666666666664,15396.733333333334
Classic-McEliece-348864f,decaps,107650.13333333333,3.0,27.868399999999998,7.1744666666666665,100495.8,25813.066666666666
Classic-McEliece-460896,keygen,16.666666666666668,3.079299999999999,186113.2280666667,14578.352166666667,671803975.2,52622702.6
Classic-McEliece-460896,encaps,158590.16666666666,3.0,18.918166666666668,7.677766666666667,68180.16666666667,27643.066666666666
Classic-McEliece-460896,decaps,39276.166666666664,3.0,76.38716666666667,16.503666666666668,275623.9,59514.86666666667
Classic-McEliece-460896f,keygen,18.0,3.055733333333334,169766.4222,1719.1377999999997,612797562.8666667,6205354.6
Classic-McEliece-460896f,encaps,158542.46666666667,3.0,18.9234,8.260133333333334,68199.66666666667,29745.666666666668
Classic-McEliece-460896f,decaps,39472.2,3.0,76.00600000000001,18.8082,274247.6666666667,67841.06666666667
Classic-McEliece-6688128,keygen,12.033333333333333,3.1718999999999995,269141.3572,37032.90813333333,971506285.0666667,133675881.5
Classic-McEliece-6688128,encaps,96948.4,3.0,30.947599999999998,13.731866666666667,111593.43333333333,49505.03333333333
Classic-McEliece-6688128,decaps,34225.36666666667,3.0,87.6593666666667,18.62503333333333,316313.0,67166.33333333333
Classic-McEliece-6688128f,keygen,13.6,3.139333333333333,230870.574,2543.4986,833362244.2,9181228.0
Classic-McEliece-6688128f,encaps,96223.93333333333,3.0,31.1798,16.61446666666667,112431.93333333333,59910.933333333334
Classic-McEliece-6688128f,decaps,34244.8,3.0,87.60933333333332,15.887666666666664,316133.26666666666,57293.333333333336
Classic-McEliece-6960119,keygen,12.466666666666667,3.1087333333333333,254596.47006666666,31064.904733333336,919004048.2,112133612.96666667
Classic-McEliece-6960119,encaps,94640.43333333333,3.0,31.701033333333328,9.667666666666667,114308.4,34821.13333333333
Classic-McEliece-6960119,decaps,36495.666666666664,3.0,82.20783333333333,14.974899999999996,296634.4,53984.566666666666
Classic-McEliece-6960119f,keygen,14.0,3.0786000000000007,219907.38093333333,2619.9672666666665,793788438.2,9457161.4
Classic-McEliece-6960119f,encaps,95160.4,3.0,31.52713333333333,8.838000000000001,113675.66666666667,31825.466666666667
Classic-McEliece-6960119f,decaps,36469.86666666667,3.0,82.26613333333333,14.903266666666664,296844.06666666665,53729.8
Classic-McEliece-8192128,keygen,10.033333333333333,3.1315,330381.4406666666,82964.46403333334,1192561312.6333334,299472436.5
Classic-McEliece-8192128,encaps,86919.63333333333,3.0,34.51873333333334,9.293533333333333,124461.1,33465.36666666667
Classic-McEliece-8192128,decaps,34299.0,3.0,87.47263333333333,20.794733333333337,315640.0333333333,75001.96666666666
Classic-McEliece-8192128f,keygen,12.0,3.0927333333333342,257716.40006666665,3159.1333333333328,930265598.4,11403441.466666667
Classic-McEliece-8192128f,encaps,86802.0,3.0,34.56586666666667,9.397066666666664,124630.0,33835.73333333333
Classic-McEliece-8192128f,decaps,34206.86666666667,3.0,87.70606666666666,23.223066666666675,316485.4666666667,83774.66666666667
HQC-128,keygen,132939.4,3.0,22.56693333333333,8.394733333333331,81330.26666666666,30210.133333333335
HQC-128,encaps,71836.26666666666,3.0,41.763333333333335,8.967266666666667,150642.2,32284.933333333334
HQC-128,decaps,39669.46666666667,3.0,75.63286666666666,15.576666666666664,272907.5333333333,56158.8
HQC-192,keygen,58095.2,3.0,51.64086666666667,9.869333333333335,186206.6,35552.46666666667
HQC-192,encaps,31210.4,3.0,96.12420000000002,14.021600000000001,346859.06666666665,50547.46666666667
HQC-192,decaps,18908.0,3.0,158.68133333333333,21.401866666666663,572665.0666666667,77179.86666666667
HQC-256,keygen,32304.333333333332,3.0,92.87059999999998,13.577133333333334,334973.4,48938.933333333334
HQC-256,encaps,17039.0,3.0,176.0768666666667,28.535933333333332,635457.8666666667,102934.86666666667
HQC-256,decaps,10158.2,3.0,295.3534,33.4482,1065988.6,120670.93333333333
Kyber512,keygen,554649.2666666667,3.0,5.6977,2.932133333333333,20474.133333333335,10433.266666666666
Kyber512,encaps,568002.1333333333,3.0,6.063500000000001,3.881866666666667,21796.733333333334,13883.4
Kyber512,decaps,917849.9333333333,3.0,3.876866666666666,2.3874666666666666,13919.1,8439.433333333332
Kyber768,keygen,402999.73333333334,3.0,8.0639,3.9381,29014.9,14083.133333333333
Kyber768,encaps,404311.56666666665,3.0,8.672,4.453533333333334,31211.833333333332,15960.333333333334
Kyber768,decaps,577970.7333333333,3.0,6.114733333333333,3.1498666666666666,21995.8,11222.833333333334
Kyber1024,keygen,307377.06666666665,3.0,10.476733333333332,5.033066666666667,37724.666666666664,18045.8
Kyber1024,encaps,298513.7,3.0,11.559966666666671,4.879466666666667,41633.833333333336,17533.433333333334
Kyber1024,decaps,393340.0333333333,3.0,8.653666666666668,3.865366666666666,31155.6,13813.1
Kyber512-90s,keygen,679510.5333333333,3.0,4.415066666666666,2.463933333333333,15845.066666666668,8720.733333333334
Kyber512-90s,encaps,771951.4666666667,3.0,3.8864000000000005,2.587466666666667,13940.6,9160.933333333332
Kyber512-90s,decaps,1281421.8666666667,3.0,2.341133333333333,1.7022666666666666,8374.866666666667,5905.4
Kyber768-90s,keygen,514706.4,3.0,5.828666666666666,3.533733333333333,20947.8,12583.6
Kyber768-90s,encaps,557852.0,3.0,5.378066666666666,3.436066666666667,19325.866666666665,12270.466666666667
Kyber768-90s,decaps,802505.0,3.0,3.7381333333333333,2.4130666666666665,13419.4,8487.666666666666
Kyber1024-90s,keygen,387760.8,3.0,7.736866666666667,3.2930666666666664,27835.133333333335,11731.933333333332
Kyber1024-90s,encaps,406381.93333333335,3.0,7.3824000000000005,3.0774666666666666,26559.6,11008.266666666666
Kyber1024-90s,decaps,528791.9333333333,3.0,5.673199999999999,2.7155333333333336,20399.866666666665,9601.933333333332
sntrup761,keygen,17473.466666666667,3.0,171.69493333333335,33.1012,619655.6666666666,119445.93333333333
sntrup761,encaps,318114.06666666665,3.0,9.430666666666667,4.965800000000001,33950.46666666667,17865.8
