Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,CPU cycles: mean,pop. stdev.1
Dilithium2,keypair,226768.76666666666,3.0,14.171533333333334,7.502666666666666,51053.833333333336,26264.966666666667
Dilithium2,sign,75394.23333333334,3.0,40.78846666666666,31.037333333333333,147123.63333333333,112011.46666666666
Dilithium2,verify,216828.7,3.0,14.387466666666665,6.831133333333333,51854.86666666667,24568.333333333332
Dilithium3,keypair,144170.03333333333,3.0,22.9308,9.775266666666665,82670.43333333333,35205.13333333333
Dilithium3,sign,49117.7,3.0,63.6983,43.015899999999995,229813.6,155251.6
Dilithium3,verify,140472.33333333334,3.0,22.831599999999998,8.958900000000002,82329.96666666666,32252.066666666666
Dilithium5,keypair,93599.23333333334,3.0,35.80023333333333,10.524433333333329,129119.73333333334,37911.666666666664
Dilithium5,sign,41221.0,3.0,76.08926666666666,42.7496,274540.13333333336,154285.73333333334
Dilithium5,verify,91033.0,3.0,35.65733333333334,11.036366666666668,128622.6,39774.6
Dilithium2-AES,keypair,285226.4,3.0,10.518399999999998,6.909066666666667,37867.46666666667,23383.533333333333
Dilithium2-AES,sign,87176.4,3.0,34.41406666666667,31.25806666666666,124115.13333333333,112807.53333333334
Dilithium2-AES,verify,259255.0,3.0,11.572466666666665,6.4144,41695.2,23074.266666666666
Dilithium3-AES,keypair,188015.6,3.0,15.956666666666665,6.540066666666666,57500.46666666667,23510.133333333335
Dilithium3-AES,sign,59075.0,3.0,50.78459999999999,35.2346,183206.6,127162.2
Dilithium3-AES,verify,176169.8,3.0,17.0294,7.699800000000001,61390.4,27698.133333333335
Dilithium5-AES,keypair,123880.6,3.0,24.217466666666667,7.7519333333333345,87314.53333333334,27888.0
Dilithium5-AES,sign,49815.333333333336,3.0,60.225066666666656,37.16653333333333,217276.06666666668,134136.6
Dilithium5-AES,verify,116084.26666666666,3.0,25.844066666666667,10.517466666666667,93199.86666666667,37912.0
Falcon-512,keypair,721.4,3.002,4162.1096,1054.1802,15023344.6,3805144.533333333
Falcon-512,sign,20488.866666666665,3.0,146.42680000000001,27.922533333333334,528433.8,100744.8
Falcon-512,verify,112232.2,3.0,26.730733333333333,10.105733333333331,96405.2,36418.8
Falcon-1024,keypair,236.4,3.009133333333333,12731.577,3211.627333333333,45955613.0,11592620.0
Falcon-1024,sign,10227.133333333333,3.0,293.35360000000003,43.71926666666666,1058773.6666666667,157771.53333333333
Falcon-1024,verify,56690.73333333333,3.0,52.9206,17.075200000000002,190931.8,61555.73333333333
SPHINCS+-Haraka-128f-robust,keypair,16098.533333333333,3.0,186.3580666666667,45.18606666666666,672510.0666666667,163026.4
SPHINCS+-Haraka-128f-robust,sign,635.2,3.0022666666666664,4726.842799999999,281.85753333333327,17061754.6,1017319.2666666667
SPHINCS+-Haraka-128f-robust,verify,10952.4,3.0,274.0673333333333,36.7432,989158.2666666667,132372.33333333334
SPHINCS+-Haraka-128f-simple,keypair,17315.666666666668,3.0,173.25906666666663,30.39626666666667,625224.6666666666,109622.53333333334
