Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,CPU cycles: mean,pop. stdev.1
BIKE-L1,keygen,15864.066666666668,3.0,189.1119333333333,6.0120000000000005,567240.6666666666,17997.533333333333
BIKE-L1,encaps,83127.4,3.0,36.089600000000004,2.4584666666666664,108216.06666666667,7286.2
BIKE-L1,decaps,3438.133333333333,3.0004666666666666,872.6953333333335,12.182066666666664,2618013.8,36530.066666666666
BIKE-L3,keygen,5387.8,3.0001999999999995,556.8687333333334,10.000066666666667,1670566.7333333334,29971.866666666665
BIKE-L3,encaps,35788.066666666666,3.0,83.82786666666667,3.9784,251432.46666666667,11868.2
BIKE-L3,decaps,1087.6,3.0014666666666674,2759.7321999999995,17.342333333333332,8279250.4,52012.066666666666
BIKE-L5,keygen,2097.6,3.0006666666666666,1430.547,14.784133333333333,4291574.2,44337.933333333334
BIKE-L5,encaps,16977.733333333334,3.0,176.70673333333332,5.852733333333335,530063.6666666666,17498.666666666668
BIKE-L5,decaps,354.0,3.003266666666667,8483.790466666665,33.754400000000004,25451653.8,101272.66666666667
Classic-McEliece-348864,keygen,33.333333333333336,3.0445,93286.66910000001,9223.318833333333,279864140.6666667,27670452.066666666
Classic-McEliece-348864,encaps,225449.73333333334,3.0,13.307133333333331,2.8661999999999996,39859.13333333333,8481.933333333332
Classic-McEliece-348864,decaps,74946.7,3.0,40.02913333333332,2.675233333333333,120034.53333333334,7916.033333333334
Classic-McEliece-348864f,keygen,38.0,3.0306,79751.80866666666,121.4562,239258882.26666668,364420.13333333336
Classic-McEliece-348864f,encaps,224326.66666666666,3.0,13.3734,2.9385333333333326,40059.6,8709.733333333334
Classic-McEliece-348864f,decaps,74759.66666666667,3.0,40.12913333333333,2.7766666666666664,120335.6,8246.333333333334
Classic-McEliece-460896,keygen,11.533333333333333,3.1798,279628.67233333335,20063.6378,838899566.7,60191879.3
Classic-McEliece-460896,encaps,123232.7,3.0,24.344499999999996,6.834266666666665,72956.73333333334,20470.166666666668
Classic-McEliece-460896,decaps,29185.233333333334,3.0,102.79973333333332,4.473533333333333,308307.2,13365.066666666668
Classic-McEliece-460896f,keygen,12.933333333333334,3.2287999999999997,249654.3627333333,915.2958,748976660.4,2746253.2
Classic-McEliece-460896f,encaps,123312.8,3.0,24.328599999999998,6.858266666666666,72909.0,20539.8
Classic-McEliece-460896f,decaps,29413.266666666666,3.0,101.99653333333332,4.490466666666666,305929.3333333333,13408.866666666667
Classic-McEliece-6688128,keygen,8.5,3.143933333333334,385915.33590000006,53453.5213,1157766853.1333334,160363461.36666667
Classic-McEliece-6688128,encaps,76463.66666666667,3.0,39.23473333333334,7.638266666666667,117624.73333333334,22886.233333333334
Classic-McEliece-6688128,decaps,24501.7,3.0,122.44319999999999,4.947466666666667,367242.9666666667,14774.066666666668
Classic-McEliece-6688128f,keygen,10.0,3.0414,304144.4933333333,765.9044,912449683.4,2297877.933333333
