Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
Dilithium2,keypair,2346943.5,28136.0,9504.0,64.0,18568.0
Dilithium2,sign,2378829.0,57320.0,10380.0,128.0,46812.0
Dilithium2,verify,2382640.6,25916.0,7872.0,92.0,17952.0
Dilithium3,keypair,2347053.0,34856.0,11616.0,64.0,23176.0
Dilithium3,sign,2384002.0,87512.0,13365.0,119.0,74028.0
Dilithium3,verify,2391450.433333333,31468.0,10857.0,83.0,20528.0
Dilithium5,keypair,2347191.0,43528.0,13120.0,64.0,30344.0
Dilithium5,sign,2392566.0,126296.0,18039.0,129.0,108128.0
Dilithium5,verify,2400954.4,39628.0,13663.0,93.0,25872.0
Dilithium2-AES,keypair,2347109.0,26088.0,9504.0,64.0,16520.0
Dilithium2-AES,sign,2375630.0,56984.0,12248.0,128.0,44608.0
Dilithium2-AES,verify,2355093.0,21816.0,7456.0,80.0,14280.0
Dilithium3-AES,keypair,2347209.0,32296.0,11616.0,64.0,20616.0
Dilithium3-AES,sign,2380781.0,84536.0,15233.0,119.0,69184.0
Dilithium3-AES,verify,2355491.0,26840.0,10441.0,71.0,16328.0
Dilithium5-AES,keypair,2347385.0,39944.0,13120.0,64.0,26760.0
Dilithium5-AES,sign,2392761.0,126264.0,18039.0,129.0,108096.0
Dilithium5-AES,verify,2355239.0,33944.0,13247.0,81.0,20616.0
Falcon-512,keypair,2347368.0,26888.0,7842.0,94.0,18952.0
Falcon-512,sign,2802974.0,49712.0,8608.0,128.0,40976.0
Falcon-512,verify,2349126.0,10792.0,8608.0,128.0,2056.0
Falcon-1024,keypair,2347468.0,45704.0,9762.0,94.0,35848.0
Falcon-1024,sign,3295108.0,92176.0,11142.0,122.0,80912.0
Falcon-1024,verify,3182974.2,17104.0,6798.0,122.0,10184.0
SPHINCS+-Haraka-128f-robust,keypair,2347690.0,9272.0,5760.0,64.0,3448.0
SPHINCS+-Haraka-128f-robust,sign,2359630.0,42544.0,22948.0,92.0,19504.0
SPHINCS+-Haraka-128f-robust,verify,2349353.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-Haraka-128f-simple,keypair,2347874.0,9272.0,5760.0,64.0,3448.0
SPHINCS+-Haraka-128f-simple,sign,2359814.0,42544.0,22948.0,92.0,19504.0
SPHINCS+-Haraka-128f-simple,verify,2349537.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-Haraka-128s-robust,keypair,2348074.0,7928.0,5760.0,64.0,2104.0
SPHINCS+-Haraka-128s-robust,sign,2360016.0,24080.0,13716.0,92.0,10272.0
SPHINCS+-Haraka-128s-robust,verify,2349739.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-Haraka-128s-simple,keypair,2348260.0,7928.0,5760.0,64.0,2104.0
SPHINCS+-Haraka-128s-simple,sign,2360202.0,24080.0,13716.0,92.0,10272.0
SPHINCS+-Haraka-128s-simple,verify,2349925.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-Haraka-192f-robust,keypair,2348480.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192f-robust,sign,2360438.0,79824.0,41572.0,92.0,38160.0
SPHINCS+-Haraka-192f-robust,verify,2350135.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-Haraka-192f-simple,keypair,2348672.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192f-simple,sign,2360630.0,79824.0,41572.0,92.0,38160.0
SPHINCS+-Haraka-192f-simple,verify,2350327.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-Haraka-192s-robust,keypair,2348860.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192s-robust,sign,2360818.0,40928.0,22132.0,92.0,18704.0
SPHINCS+-Haraka-192s-robust,verify,2350515.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-Haraka-192s-simple,keypair,2349054.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192s-simple,sign,2361012.0,40928.0,22132.0,92.0,18704.0
SPHINCS+-Haraka-192s-simple,verify,2350709.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-Haraka-256f-robust,keypair,2890085.0,8584.0,1288.0,40.0,7256.0
SPHINCS+-Haraka-256f-robust,sign,2361398.0,108288.0,55812.0,92.0,52384.0
SPHINCS+-Haraka-256f-robust,verify,2350907.0,57944.0,55812.0,92.0,2040.0
SPHINCS+-Haraka-256f-simple,keypair,2838596.0,8584.0,1288.0,40.0,7256.0
SPHINCS+-Haraka-256f-simple,sign,2361590.0,108288.0,55812.0,92.0,52384.0
SPHINCS+-Haraka-256f-simple,verify,2351099.0,57944.0,55812.0,92.0,2040.0
SPHINCS+-Haraka-256s-robust,keypair,2890459.0,8856.0,1288.0,40.0,7528.0
SPHINCS+-Haraka-256s-robust,sign,2382056.0,69896.0,31180.0,68.0,38648.0
SPHINCS+-Haraka-256s-robust,verify,2351281.0,37880.0,35748.0,92.0,2040.0
SPHINCS+-Haraka-256s-simple,keypair,2838986.0,8856.0,1288.0,40.0,7528.0
SPHINCS+-Haraka-256s-simple,sign,2373700.0,69144.0,31180.0,68.0,37896.0
SPHINCS+-Haraka-256s-simple,verify,2351489.0,37880.0,35748.0,92.0,2040.0
SPHINCS+-SHA256-128f-robust,keypair,2370693.0,10968.0,1360.0,64.0,9544.0
SPHINCS+-SHA256-128f-robust,sign,2413083.0,30520.0,18548.0,92.0,11880.0
SPHINCS+-SHA256-128f-robust,verify,2350797.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-SHA256-128f-simple,keypair,2363441.0,9112.0,1360.0,64.0,7688.0
SPHINCS+-SHA256-128f-simple,sign,2406642.0,28664.0,18548.0,92.0,10024.0
SPHINCS+-SHA256-128f-simple,verify,2350989.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-SHA256-128s-robust,keypair,2371073.0,11192.0,1360.0,64.0,9768.0
SPHINCS+-SHA256-128s-robust,sign,2409961.0,22376.0,9316.0,92.0,12968.0
SPHINCS+-SHA256-128s-robust,verify,2351177.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-SHA256-128s-simple,keypair,2363823.0,9336.0,1360.0,64.0,7912.0
SPHINCS+-SHA256-128s-simple,sign,2403522.0,20520.0,9316.0,92.0,11112.0
SPHINCS+-SHA256-128s-simple,verify,2351371.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-SHA256-192f-robust,keypair,2371621.0,12104.0,1408.0,64.0,10632.0
SPHINCS+-SHA256-192f-robust,sign,2415192.0,51448.0,37172.0,92.0,14184.0
SPHINCS+-SHA256-192f-robust,verify,2351569.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-SHA256-192f-simple,keypair,2364288.0,10056.0,1408.0,64.0,8584.0
SPHINCS+-SHA256-192f-simple,sign,2408670.0,49432.0,37172.0,92.0,12168.0
SPHINCS+-SHA256-192f-simple,verify,2351753.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-SHA256-192s-robust,keypair,2372007.0,12424.0,1408.0,64.0,10952.0
SPHINCS+-SHA256-192s-robust,sign,2416442.0,33864.0,17732.0,92.0,16040.0
SPHINCS+-SHA256-192s-robust,verify,2351955.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-SHA256-192s-simple,keypair,2364676.0,10408.0,1408.0,64.0,8936.0
SPHINCS+-SHA256-192s-simple,sign,2409922.0,31816.0,17732.0,92.0,13992.0
SPHINCS+-SHA256-192s-simple,verify,2352141.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-SHA256-256f-robust,keypair,2373355.0,13560.0,1456.0,64.0,12040.0
SPHINCS+-SHA256-256f-robust,sign,2420696.0,67960.0,51412.0,92.0,16456.0
SPHINCS+-SHA256-256f-robust,verify,2394863.0,58664.0,51580.0,116.0,6968.0
SPHINCS+-SHA256-256f-simple,keypair,2365116.0,11320.0,1456.0,64.0,9800.0
SPHINCS+-SHA256-256f-simple,sign,2413268.0,65720.0,51412.0,92.0,14216.0
SPHINCS+-SHA256-256f-simple,verify,4284213.533333333,59224.0,51580.0,116.0,7528.0
SPHINCS+-SHA256-256s-robust,keypair,2373735.0,13848.0,1456.0,64.0,12328.0
SPHINCS+-SHA256-256s-robust,sign,2420978.0,49912.0,31348.0,92.0,18472.0
SPHINCS+-SHA256-256s-robust,verify,12082012.2,38840.0,31516.0,116.0,7208.0
SPHINCS+-SHA256-256s-simple,keypair,2365498.0,11576.0,1456.0,64.0,10056.0
SPHINCS+-SHA256-256s-simple,sign,2413552.0,47672.0,31348.0,92.0,16232.0
SPHINCS+-SHA256-256s-simple,verify,6026488.066666666,38840.0,31516.0,116.0,7208.0
SPHINCS+-SHAKE256-128f-robust,keypair,2350484.0,8056.0,5760.0,64.0,2232.0
SPHINCS+-SHAKE256-128f-robust,sign,2357171.0,41264.0,22948.0,92.0,18224.0
SPHINCS+-SHAKE256-128f-robust,verify,2352147.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-SHAKE256-128f-simple,keypair,2350704.0,8056.0,5760.0,64.0,2232.0
SPHINCS+-SHAKE256-128f-simple,sign,2357391.0,41264.0,22948.0,92.0,18224.0
SPHINCS+-SHAKE256-128f-simple,verify,2352367.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-SHAKE256-128s-robust,keypair,2350934.0,8120.0,5760.0,64.0,2296.0
SPHINCS+-SHAKE256-128s-robust,sign,2385377.0,23120.0,9980.0,108.0,13032.0
SPHINCS+-SHAKE256-128s-robust,verify,2352597.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-SHAKE256-128s-simple,keypair,2351172.0,8120.0,5760.0,64.0,2296.0
SPHINCS+-SHAKE256-128s-simple,sign,2385615.0,23120.0,9980.0,108.0,13032.0
SPHINCS+-SHAKE256-128s-simple,verify,2352835.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-SHAKE256-192f-robust,keypair,2351324.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-SHAKE256-192f-robust,sign,2388395.0,79600.0,37836.0,92.0,41672.0
SPHINCS+-SHAKE256-192f-robust,verify,2352979.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-SHAKE256-192f-simple,keypair,2351526.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-SHAKE256-192f-simple,sign,2388597.0,79600.0,37836.0,92.0,41672.0
SPHINCS+-SHAKE256-192f-simple,verify,2353181.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-SHAKE256-192s-robust,keypair,2351706.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-SHAKE256-192s-robust,sign,2389663.0,41456.0,18396.0,108.0,22952.0
SPHINCS+-SHAKE256-192s-robust,verify,2353361.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-SHAKE256-192s-simple,keypair,2351860.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-SHAKE256-192s-simple,sign,2389817.0,41456.0,18396.0,108.0,22952.0
SPHINCS+-SHAKE256-192s-simple,verify,2353515.0,24264.0,22132.0,92.0,2040.0
SPHINCS+-SHAKE256-256f-robust,keypair,2352058.0,8152.0,5856.0,64.0,2232.0
SPHINCS+-SHAKE256-256f-robust,sign,2398142.0,109584.0,52076.0,92.0,57416.0
SPHINCS+-SHAKE256-256f-robust,verify,2353713.0,57944.0,55812.0,92.0,2040.0
SPHINCS+-SHAKE256-256f-simple,keypair,2352278.0,8152.0,5856.0,64.0,2232.0
SPHINCS+-SHAKE256-256f-simple,sign,2398488.0,109424.0,52076.0,92.0,57256.0
SPHINCS+-SHAKE256-256f-simple,verify,2353933.0,57944.0,55812.0,92.0,2040.0
SPHINCS+-SHAKE256-256s-robust,keypair,2362850.0,8464.0,2120.0,80.0,6264.0
SPHINCS+-SHAKE256-256s-robust,sign,2391352.0,70000.0,32012.0,92.0,37896.0
SPHINCS+-SHAKE256-256s-robust,verify,2354171.0,37880.0,35748.0,92.0,2040.0
SPHINCS+-SHAKE256-256s-simple,keypair,2363087.0,8464.0,2120.0,80.0,6264.0
SPHINCS+-SHAKE256-256s-simple,sign,2391589.0,70000.0,32012.0,92.0,37896.0
SPHINCS+-SHAKE256-256s-simple,verify,2354408.0,37880.0,35748.0,92.0,2040.0
Dilithium2,keypair,2346943.5,28136.0,9504.0,64.0,18568.0
Dilithium2,sign,2378829.0,57320.0,10380.0,128.0,46812.0
Dilithium2,verify,2382640.6,25916.0,7872.0,92.0,17952.0
Dilithium3,keypair,2347053.0,34856.0,11616.0,64.0,23176.0
Dilithium3,sign,2384002.0,87512.0,13365.0,119.0,74028.0
Dilithium3,verify,2391450.433333333,31468.0,10857.0,83.0,20528.0
Dilithium5,keypair,2347191.0,43528.0,13120.0,64.0,30344.0
Dilithium5,sign,2392566.0,126296.0,18039.0,129.0,108128.0
Dilithium5,verify,2400954.4,39628.0,13663.0,93.0,25872.0
Dilithium2-AES,keypair,2347109.0,26088.0,9504.0,64.0,16520.0
Dilithium2-AES,sign,2375630.0,56984.0,12248.0,128.0,44608.0
Dilithium2-AES,verify,2355093.0,21816.0,7456.0,80.0,14280.0
Dilithium3-AES,keypair,2347209.0,32296.0,11616.0,64.0,20616.0
Dilithium3-AES,sign,2380781.0,84536.0,15233.0,119.0,69184.0
Dilithium3-AES,verify,2355491.0,26840.0,10441.0,71.0,16328.0
Dilithium5-AES,keypair,2347385.0,39944.0,13120.0,64.0,26760.0
Dilithium5-AES,sign,2392761.0,126264.0,18039.0,129.0,108096.0
Dilithium5-AES,verify,2355239.0,33944.0,13247.0,81.0,20616.0
Falcon-512,keypair,2347368.0,26888.0,7842.0,94.0,18952.0
Falcon-512,sign,2802974.0,49712.0,8608.0,128.0,40976.0
Falcon-512,verify,2349126.0,10792.0,8608.0,128.0,2056.0
Falcon-1024,keypair,2347468.0,45704.0,9762.0,94.0,35848.0
Falcon-1024,sign,3295108.0,92176.0,11142.0,122.0,80912.0
Falcon-1024,verify,3182974.2,17104.0,6798.0,122.0,10184.0
SPHINCS+-Haraka-128f-robust,keypair,2347690.0,9272.0,5760.0,64.0,3448.0
SPHINCS+-Haraka-128f-robust,sign,2359630.0,42544.0,22948.0,92.0,19504.0
SPHINCS+-Haraka-128f-robust,verify,2349353.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-Haraka-128f-simple,keypair,2347874.0,9272.0,5760.0,64.0,3448.0
SPHINCS+-Haraka-128f-simple,sign,2359814.0,42544.0,22948.0,92.0,19504.0
SPHINCS+-Haraka-128f-simple,verify,2349537.0,25080.0,22948.0,92.0,2040.0
SPHINCS+-Haraka-128s-robust,keypair,2348074.0,7928.0,5760.0,64.0,2104.0
SPHINCS+-Haraka-128s-robust,sign,2360016.0,24080.0,13716.0,92.0,10272.0
SPHINCS+-Haraka-128s-robust,verify,2349739.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-Haraka-128s-simple,keypair,2348260.0,7928.0,5760.0,64.0,2104.0
SPHINCS+-Haraka-128s-simple,sign,2360202.0,24080.0,13716.0,92.0,10272.0
SPHINCS+-Haraka-128s-simple,verify,2349925.0,15848.0,13716.0,92.0,2040.0
SPHINCS+-Haraka-192f-robust,keypair,2348480.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192f-robust,sign,2360438.0,79824.0,41572.0,92.0,38160.0
SPHINCS+-Haraka-192f-robust,verify,2350135.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-Haraka-192f-simple,keypair,2348672.0,8040.0,5808.0,64.0,2168.0
SPHINCS+-Haraka-192f-simple,sign,2360630.0,79824.0,41572.0,92.0,38160.0
SPHINCS+-Haraka-192f-simple,verify,2350327.0,43704.0,41572.0,92.0,2040.0
SPHINCS+-Haraka-192s-robust,keypair,2348860.0,8040.0,5808.0,64.0,2168.0
