Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,Keygen,3511857,98928,6844,44,92040
BIKE-L1,Encaps,2550553,34576,8449,71,26056
BIKE-L1,Decaps,2433205,83448,8481,79,74888
BIKE-L3,Keygen,5885380,192688,13268,36,179384
BIKE-L3,Encaps,2871922,67104,16415,57,50632
BIKE-L3,Decaps,2365205,161736,16447,65,145224
BIKE-L5,Keygen,11311515,506592,21696,40,484856
BIKE-L5,Encaps,3562510,122240,26882,70,95288
BIKE-L5,Decaps,2429327,305128,26914,78,278136
Classic-McEliece-348864,Keygen,689197376,2522320,267652,36,2254632
Classic-McEliece-348864,Encaps,2335145,276296,272380,76,3840
Classic-McEliece-348864,Decaps,2400545,311048,267844,60,43144
Classic-McEliece-348864f,Keygen,353337375,2522320,267652,36,2254632
Classic-McEliece-348864f,Encaps,2335364,276296,272380,76,3840
Classic-McEliece-348864f,Decaps,2400764,311048,267844,60,43144
Classic-McEliece-460896,Keygen,1709307959,2748984,537808,24,2211152
Classic-McEliece-460896,Encaps,2330873,543624,542596,68,960
Classic-McEliece-460896,Decaps,2457516,618312,538060,52,80200
Classic-McEliece-460896f,Keygen,1069133091,2748984,537808,24,2211152
Classic-McEliece-460896f,Encaps,2331057,543624,542596,68,960
Classic-McEliece-460896f,Decaps,2457715,618312,538060,52,80200
Classic-McEliece-6688128,Keygen,3659582174,3270616,1058964,36,2211616
Classic-McEliece-6688128,Encaps,2335684,1070184,1063804,76,6304
Classic-McEliece-6688128,Decaps,2460935,1153416,1059268,60,94088
Classic-McEliece-6688128f,Keygen,1574838933,3270616,1058964,36,2211616
Classic-McEliece-6688128f,Encaps,2335919,1070184,1063804,76,6304
Classic-McEliece-6688128f,Decaps,2461170,1153416,1059268,60,94088
Classic-McEliece-6960119,Keygen,4014584176,3272952,1061307,45,2211600
Classic-McEliece-6960119,Encaps,2336385,1072472,1066133,99,6240
Classic-McEliece-6960119,Decaps,2460706,1142520,1061597,83,80840
Classic-McEliece-6960119f,Keygen,1481038243,3272952,1061307,45,2211600
Classic-McEliece-6960119f,Encaps,2336616,1072472,1066133,99,6240
Classic-McEliece-6960119f,Decaps,2460937,1142520,1061597,83,80840
Classic-McEliece-8192128,Keygen,7761155548,3583800,1371984,24,2211792
Classic-McEliece-8192128,Encaps,2328119,1372408,1371984,24,400
Classic-McEliece-8192128,Decaps,2456401,1505720,1372288,48,133384
Classic-McEliece-8192128f,Keygen,1726216304,3583800,1371984,24,2211792
Classic-McEliece-8192128f,Encaps,2328335,1372408,1371984,24,400
Classic-McEliece-8192128f,Decaps,2456632,1505720,1372288,48,133384
HQC-128,Keygen,2485941,43408,4618,46,38744
HQC-128,Encaps,2562658,61584,9163,77,52344
HQC-128,Decaps,3069873,70840,9227,85,61528
HQC-192,Keygen,2701021,86000,9164,44,76792
HQC-192,Encaps,2878343,122480,18254,74,104152
HQC-192,Decaps,3838479,140888,18318,82,122488
HQC-256,Keygen,2982702,163728,14610,38,149080
HQC-256,Encaps,3312435,222448,29143,65,193240
HQC-256,Decaps,5177938,252056,29207,73,222776
Kyber512,Keygen,2331161,14368,7080,48,7240
Kyber512,Encaps,2368287,15928,4144,80,11704
Kyber512,Decaps,2352852,16800,4176,88,12536
Kyber768,Keygen,2331263,19616,8232,48,11336
Kyber768,Encaps,2376977,22040,5616,80,16344
Kyber768,Decaps,2354491,23232,5648,88,17496
Kyber1024,Keygen,2331365,25888,9384,48,16456
Kyber1024,Encaps,2385705,29336,7248,80,22008
Kyber1024,Decaps,2356345,31008,7280,88,23640
Kyber512-90s,Keygen,2331481,14560,7080,48,7432
Kyber512-90s,Encaps,2383774,14440,3568,48,10824
Kyber512-90s,Decaps,2359740,15248,3600,56,11592
Kyber768-90s,Keygen,2331582,19808,8232,48,11528
Kyber768-90s,Encaps,2403793,20456,5040,48,15368
Kyber768-90s,Decaps,2370282,21584,5072,56,16456
Kyber1024-90s,Keygen,2331758,26080,9384,48,16648
Kyber1024-90s,Encaps,2427406,27720,6672,48,21000
Kyber1024-90s,Decaps,2384616,29360,6704,56,22600
sntrup761,Keygen,5336042,26752,3001,47,23704
sntrup761,Encaps,2399093,27136,4072,64,23000
sntrup761,Decaps,2416555,29192,4104,72,25016
FrodoKEM-640-AES,Keygen,5054672,72936,29760,32,43144
FrodoKEM-640-AES,Encaps,5903888,123720,39496,56,84168
FrodoKEM-640-AES,Decaps,6403359,144352,39512,64,104776
FrodoKEM-640-SHAKE,Keygen,3356888,68424,30416,64,37944
FrodoKEM-640-SHAKE,Encaps,3538513,99896,40152,72,59672
FrodoKEM-640-SHAKE,Decaps,4032254,119512,40168,96,79248
FrodoKEM-976-AES,Keygen,7035127,111864,47184,32,64648
FrodoKEM-976-AES,Encaps,3492436,189152,62776,48,126328
FrodoKEM-976-AES,Decaps,3994350,220648,62800,64,157784
FrodoKEM-976-SHAKE,Keygen,3141953,104680,47840,48,56792
FrodoKEM-976-SHAKE,Encaps,3478125,153264,63608,72,89584
FrodoKEM-976-SHAKE,Decaps,3980039,184760,63632,88,121040
FrodoKEM-1344-AES,Keygen,10742539,153160,64864,32,88264
FrodoKEM-1344-AES,Encaps,3883541,259792,86352,40,173400
FrodoKEM-1344-AES,Decaps,4569173,303096,86384,48,216664
FrodoKEM-1344-SHAKE,Keygen,3406988,143016,65520,64,77432
FrodoKEM-1344-SHAKE,Encaps,3878711,211032,87184,80,123768
FrodoKEM-1344-SHAKE,Decaps,4558513,252184,86384,48,165752
