Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,3502056,98912,6844,44,92024
BIKE-L1,encaps,2540748,34560,8449,71,26040
BIKE-L1,decaps,2423396,83432,8481,79,74872
BIKE-L3,keygen,5875679,192672,13268,36,179368
BIKE-L3,encaps,2862217,67088,16415,57,50616
BIKE-L3,decaps,2355496,161720,16447,65,145208
BIKE-L5,keygen,11301910,506576,21696,40,484840
BIKE-L5,encaps,3552901,122224,26882,70,95272
BIKE-L5,decaps,2419714,305112,26914,78,278120
Classic-McEliece-348864,keygen,830950396,2522304,267652,36,2254616
Classic-McEliece-348864,encaps,2325244,276280,272380,76,3824
Classic-McEliece-348864,decaps,2390626,311064,267844,60,43160
Classic-McEliece-348864f,keygen,353327528,2522304,267652,36,2254616
Classic-McEliece-348864f,encaps,2325499,276280,272380,76,3824
Classic-McEliece-348864f,decaps,2390881,311064,267844,60,43160
Classic-McEliece-460896,keygen,1498853760,2748984,537808,24,2211152
Classic-McEliece-460896,encaps,2320981,543624,542596,68,960
Classic-McEliece-460896,decaps,2447597,618328,538060,52,80216
Classic-McEliece-460896f,keygen,1069123256,2748984,537808,24,2211152
Classic-McEliece-460896f,encaps,2321213,543624,542596,68,960
Classic-McEliece-460896f,decaps,2447844,618328,538060,52,80216
Classic-McEliece-6688128,keygen,3253765652,3270616,1058964,36,2211616
Classic-McEliece-6688128,encaps,2325811,1070200,1063804,76,6320
Classic-McEliece-6688128,decaps,2451044,1153432,1059268,60,94104
Classic-McEliece-6688128f,keygen,1574829098,3270616,1058964,36,2211616
Classic-McEliece-6688128f,encaps,2326066,1070200,1063804,76,6320
Classic-McEliece-6688128f,decaps,2451299,1153432,1059268,60,94104
Classic-McEliece-6960119,keygen,5055554657,3272952,1061307,45,2211600
Classic-McEliece-6960119,encaps,2326490,1072456,1066133,99,6224
Classic-McEliece-6960119,decaps,2450793,1142536,1061597,83,80856
Classic-McEliece-6960119f,keygen,1481028396,3272952,1061307,45,2211600
Classic-McEliece-6960119f,encaps,2326751,1072456,1066133,99,6224
Classic-McEliece-6960119f,decaps,2451054,1142536,1061597,83,80856
Classic-McEliece-8192128,keygen,1695524498,3583800,1371984,24,2211792
Classic-McEliece-8192128,encaps,2318246,1372408,1371984,24,400
Classic-McEliece-8192128,decaps,2446492,1505736,1372288,48,133400
Classic-McEliece-8192128f,keygen,1726206459,3583800,1371984,24,2211792
Classic-McEliece-8192128f,encaps,2318490,1372408,1371984,24,400
Classic-McEliece-8192128f,decaps,2446751,1505736,1372288,48,133400
HQC-128,keygen,2482074,43424,4618,46,38760
HQC-128,encaps,2547379,61600,9163,77,52360
HQC-128,decaps,3060024,70824,9227,85,61512
HQC-192,keygen,2691735,86016,9164,44,76808
HQC-192,encaps,2869056,122464,18254,74,104136
HQC-192,decaps,3829185,140872,18318,82,122472
HQC-256,keygen,2973419,163744,14610,38,149096
HQC-256,encaps,3303148,222464,29143,65,193256
HQC-256,decaps,5168647,252040,29207,73,222760
Kyber512,keygen,2321936,14352,7080,48,7224
Kyber512,encaps,2359058,15944,4144,80,11720
Kyber512,decaps,2343619,16784,4176,88,12520
Kyber768,keygen,2322086,19600,8232,48,11320
Kyber768,encaps,2367796,22056,5616,80,16360
Kyber768,decaps,2345306,23216,5648,88,17480
Kyber1024,keygen,2322288,25872,9384,48,16440
Kyber1024,encaps,2376624,29352,7248,80,22024
Kyber1024,decaps,2347260,30992,7280,88,23624
Kyber512-90s,keygen,2322380,14544,7080,48,7416
Kyber512-90s,encaps,2374563,14424,3568,48,10808
Kyber512-90s,decaps,2350525,15232,3600,56,11576
Kyber768-90s,keygen,2322529,19792,8232,48,11512
Kyber768-90s,encaps,2394869,20440,5040,48,15352
Kyber768-90s,decaps,2361354,21568,5072,56,16440
Kyber1024-90s,keygen,2322773,26064,9384,48,16632
Kyber1024-90s,encaps,2418257,27704,6672,48,20984
Kyber1024-90s,decaps,2375463,29344,6704,56,22584
sntrup761,keygen,5327031,26736,3001,47,23688
sntrup761,encaps,2390078,27120,4072,64,22984
sntrup761,decaps,2407536,29176,4104,72,25000
FrodoKEM-640-AES,keygen,5045481,72904,29760,32,43112
FrodoKEM-640-AES,encaps,5894679,123688,39496,56,84136
FrodoKEM-640-AES,decaps,6394132,144384,39512,64,104808
FrodoKEM-640-SHAKE,keygen,3347763,68424,30416,64,37944
FrodoKEM-640-SHAKE,encaps,3529370,99896,40152,72,59672
FrodoKEM-640-SHAKE,decaps,4023093,119512,40168,96,79248
FrodoKEM-976-AES,keygen,7026040,111896,47184,32,64680
FrodoKEM-976-AES,encaps,3483331,189152,62776,48,126328
FrodoKEM-976-AES,decaps,3985227,220648,62800,64,157784
FrodoKEM-976-SHAKE,keygen,3132814,104680,47840,48,56792
FrodoKEM-976-SHAKE,encaps,3468968,153264,63608,72,89584
FrodoKEM-976-SHAKE,decaps,3970864,184760,63632,88,121040
FrodoKEM-1344-AES,keygen,10733522,153128,64864,32,88232
FrodoKEM-1344-AES,encaps,3874506,259792,86352,40,173400
FrodoKEM-1344-AES,decaps,4560120,303096,86384,48,216664
FrodoKEM-1344-SHAKE,keygen,3397105,143016,65520,64,77432
FrodoKEM-1344-SHAKE,encaps,3868810,211032,87184,80,123768
FrodoKEM-1344-SHAKE,decaps,4548594,252184,86384,48,165752
