Algorithm,Operation,intits,maxBytes,maxHeap,extHeap,maxStack
BIKE-L1,keygen,3502056,98912,6844,44,92024
BIKE-L1,encaps,2540748,34560,8449,71,26040
BIKE-L1,decaps,2423396,83432,8481,79,74872
BIKE-L3,keygen,5875679,192672,13268,36,179368
BIKE-L3,encaps,2862217,67088,16415,57,50616
BIKE-L3,decaps,2355496,161720,16447,65,145208
BIKE-L5,keygen,11301910,506576,21696,40,484840
BIKE-L5,encaps,3552901,122224,26882,70,95272
BIKE-L5,decaps,2419714,305112,26914,78,278120
Classic-McEliece-348864,keygen,497794303,2522304,267652,36,2254616
Classic-McEliece-348864,encaps,2325244,276280,272380,76,3824
Classic-McEliece-348864,decaps,2390626,311064,267844,60,43160
Classic-McEliece-348864f,keygen,353327528,2522304,267652,36,2254616
Classic-McEliece-348864f,encaps,2325499,276280,272380,76,3824
Classic-McEliece-348864f,decaps,2390881,311064,267844,60,43160
Classic-McEliece-460896,keygen,1349063471,2748984,537808,24,2211152
Classic-McEliece-460896,encaps,2320981,543624,542596,68,960
Classic-McEliece-460896,decaps,2447597,618328,538060,52,80216
Classic-McEliece-460896f,keygen,1069123256,2748984,537808,24,2211152
Classic-McEliece-460896f,encaps,2321213,543624,542596,68,960
Classic-McEliece-460896f,decaps,2447844,618328,538060,52,80216
Classic-McEliece-6688128,keygen,3659569306,3270616,1058964,36,2211616
Classic-McEliece-6688128,encaps,2325811,1070200,1063804,76,6320
Classic-McEliece-6688128,decaps,2451044,1153432,1059268,60,94104
Classic-McEliece-6688128f,keygen,1574829098,3270616,1058964,36,2211616
Classic-McEliece-6688128f,encaps,2326066,1070200,1063804,76,6320
Classic-McEliece-6688128f,decaps,2451299,1153432,1059268,60,94104
Classic-McEliece-6960119,keygen,4014578117,3272952,1061307,45,2211600
Classic-McEliece-6960119,encaps,2326490,1072456,1066133,99,6224
Classic-McEliece-6960119,decaps,2450793,1142536,1061597,83,80856
Classic-McEliece-6960119f,keygen,1481028396,3272952,1061307,45,2211600
Classic-McEliece-6960119f,encaps,2326751,1072456,1066133,99,6224
Classic-McEliece-6960119f,decaps,2451054,1142536,1061597,83,80856
Classic-McEliece-8192128,keygen,2908648900,3583800,1371984,24,2211792
Classic-McEliece-8192128,encaps,2318246,1372408,1371984,24,400
Classic-McEliece-8192128,decaps,2446492,1505736,1372288,48,133400
Classic-McEliece-8192128f,keygen,1726206459,3583800,1371984,24,2211792
Classic-McEliece-8192128f,encaps,2318490,1372408,1371984,24,400
Classic-McEliece-8192128f,decaps,2446751,1505736,1372288,48,133400
HQC-128,keygen,2476640,43424,4618,46,38760
HQC-128,encaps,2547379,61600,9163,77,52360
HQC-128,decaps,3054590,70824,9227,85,61512
HQC-192,keygen,2683643,86016,9164,44,76808
HQC-192,encaps,2869143,122464,18254,74,104136
