Algorithm,Operation,Iterations,Total time (s),Time (us): mean,pop. stdev,CPU cycles: mean,pop. stdev.1
Dilithium2,keypair,162372.8,3.0,19.72306666666667,1.6216000000000004,59115.1,4643.6
Dilithium2,sign,57138.166666666664,3.0,53.936366666666665,31.7534,161744.46666666667,95253.9
Dilithium2,verify,165599.33333333334,3.0,18.91123333333333,1.5485,56684.86666666667,4486.3
Dilithium3,keypair,103135.46666666666,3.0,31.907766666666667,2.2284333333333337,95669.86666666667,6569.133333333333
Dilithium3,sign,37047.1,3.0,84.5085,49.99936666666667,253462.83333333334,149993.33333333334
Dilithium3,verify,106210.2,3.0,30.292733333333334,2.155033333333333,90821.36666666667,6344.0
Dilithium5,keypair,66745.13333333333,3.0,49.99543333333333,2.870066666666667,149928.0,8518.233333333334
Dilithium5,sign,30442.533333333333,3.0,103.3829,49.78883333333333,310083.3333333333,149365.2
Dilithium5,verify,67899.56666666667,3.0,48.122166666666665,2.8168333333333333,144315.73333333334,8366.133333333333
Dilithium2-AES,keypair,203199.73333333334,3.0,14.763933333333334,1.3255333333333335,44237.8,3715.9333333333334
Dilithium2-AES,sign,66439.8,3.0,45.155866666666675,27.30226666666667,135403.0,81900.33333333333
Dilithium2-AES,verify,199552.6,3.0,15.033800000000003,1.2946000000000002,45053.066666666666,3761.4666666666667
Dilithium3-AES,keypair,133793.93333333332,3.0,22.422466666666665,1.758133333333333,67212.46666666666,5121.866666666667
Dilithium3-AES,sign,44616.86666666667,3.0,67.24053333333332,41.598266666666674,201657.26666666666,124790.53333333334
Dilithium3-AES,verify,133815.8,3.0,22.419266666666665,1.7717333333333334,67207.53333333334,5169.533333333334
Dilithium5-AES,keypair,87953.53333333334,3.0,34.10913333333333,2.3182,102260.6,6866.6
Dilithium5-AES,sign,37024.46666666667,3.0,81.0296666666667,41.95773333333333,243021.93333333332,125871.93333333333
Dilithium5-AES,verify,87325.13333333333,3.0,34.35466666666666,2.3486000000000002,103011.86666666667,6988.333333333333
Falcon-512,keypair,487.6666666666667,3.0037999999999996,6160.225333333333,1459.2208,18480772.133333333,4377702.866666666
Falcon-512,sign,12760.066666666668,3.0,235.11806666666672,7.029866666666667,705296.6,21049.6
Falcon-512,verify,69445.73333333334,3.0,43.1994,2.6962,129533.66666666667,8018.2
Falcon-1024,keypair,162.8,3.0083333333333333,18489.606733333334,4518.1346,55469314.266666666,13554587.266666668
Falcon-1024,sign,6357.4,3.0,471.9268,25.8376,1415730.4,77500.26666666666
Falcon-1024,verify,34044.066666666666,3.0,88.12286666666667,4.018866666666667,264302.8,11983.066666666668
SPHINCS+-Haraka-128f-robust,keypair,14138.133333333333,3.0,212.19739999999996,6.364933333333331,636528.6,19054.466666666667
SPHINCS+-Haraka-128f-robust,sign,554.8666666666667,3.0037999999999996,5413.697266666668,22.1126,16241195.466666667,66326.26666666666
SPHINCS+-Haraka-128f-robust,verify,7601.2,3.0,394.84346666666664,8.391866666666667,1184468.0666666667,25134.4
SPHINCS+-Haraka-128f-simple,keypair,11071.266666666666,3.0,270.9832666666667,7.094800000000001,812892.0666666667,21240.333333333332
SPHINCS+-Haraka-128f-simple,sign,447.6,3.0041999999999995,6711.5669333333335,22.611533333333334,20134831.266666666,67805.06666666667
SPHINCS+-Haraka-128f-simple,verify,8690.0,3.0,345.3530666666666,7.9041999999999994,1035999.6,23677.866666666665
SPHINCS+-Haraka-128s-robust,keypair,178.0,3.0038666666666667,16875.721333333335,40.71993333333333,50627648.4,122161.4
SPHINCS+-Haraka-128s-robust,sign,23.0,3.0606000000000004,133069.9826,137.61893333333333,399214432.6,412834.06666666665
SPHINCS+-Haraka-128s-robust,verify,19415.466666666667,3.0,154.65453333333335,5.3053333333333335,463911.4666666667,15861.733333333334
SPHINCS+-Haraka-128s-simple,keypair,217.73333333333332,3.0084,13817.299133333332,38.556666666666665,41452288.8,115668.93333333333
SPHINCS+-Haraka-128s-simple,sign,28.0,3.0516000000000005,108987.15473333331,135.0822,326965084.1333333,405231.13333333336
SPHINCS+-Haraka-128s-simple,verify,28037.6,3.0,107.10619999999999,4.454066666666666,321261.2,13294.733333333334
SPHINCS+-Haraka-192f-robust,keypair,8626.133333333333,3.0,347.7975333333333,8.136466666666667,1043298.2666666667,24382.0
SPHINCS+-Haraka-192f-robust,sign,293.0,3.0051333333333328,10256.477066666666,31.363266666666664,30769702.4,94062.06666666667
SPHINCS+-Haraka-192f-robust,verify,4806.4,3.0,624.4352,10.413666666666666,1873249.8666666667,31220.533333333333
SPHINCS+-Haraka-192f-simple,keypair,9711.8,3.0,308.9168,8.002666666666666,926692.7333333333,23973.8
SPHINCS+-Haraka-192f-simple,sign,343.0,3.0038,8757.101133333334,27.381333333333334,26271540.533333335,82140.0
SPHINCS+-Haraka-192f-simple,verify,6929.533333333334,3.0,432.9998666666667,8.8196,1298948.2,26429.733333333334
SPHINCS+-Haraka-192s-robust,keypair,111.8,3.0144666666666664,26963.086799999997,50.9976,80890112.93333334,152980.8
SPHINCS+-Haraka-192s-robust,sign,11.0,3.0116,273784.24853333336,197.15906666666666,821362021.0,591517.1333333333
